日期,开盘价(元),收盘价(元),量比,TAPI加权指数成交值,VMA量简单移动平均,VMACD量指数平滑异同平均,VOSC成交量震荡,VSTD成交量标准差,CR能量指标,PSY心理指标,VR成交量比率,人气意愿指标（AR）,人气意愿指标（BR）,WAD威廉聚散指标,MOBV能量潮,PVT量价趋势指标,WVAD威廉变异离散量,BBI多空指数,MA简单移动平均,EXPMA指数平均数,MACD指数平滑异同平均,MTM动力指标,PRICEOSC价格振荡指标,TRIX三重指数平滑平均,BIAS乖离率,CCI顺势指标,DBCD异同离差乖离率,DPO区间震荡线,K,D,J,RSI相对强弱指标,SRDM动向速度比率,VROC量变动速率,VRSI量相对强弱,WR威廉指标,ADTM动态买卖气指标,CDP逆势操作,DPTB大盘同步指标-上证指数,JDQS阶段强势指标,JDRS阶段弱势指标,MI动量指标,MICD异同离差动力指数,RC变化率指数,RCCD异同离差变化率指数,SRMI（MI修正指标）,ATR真实波幅,CVLT佳庆离散指标,MASS梅斯线,STD标准差,VHF纵横指标
2023/3/9,28.48,28.43,0.9779,"5,841,171.44","6,186,657.40","-1,378,001.85",-28.6464,"1,419,941.39",163.9344,58.3333,186.2551,166.8508,142.2507,66.01,"-26,505.84","89,728,545.52","43,953,383.05",28.4502,28.41,28.4851,-0.3191,-0.47,3.5304,0.3674,-1.5866,-76.0234,0,-0.43,29.6712,37.3909,14.2318,43.6966,-0.5645,-26.8158,41.5061,71.3636,0.6269,28.3325,0.5714,0.6,0.3,1.1404,0.005,113.3121,0.8745,-0.0323,0.9014,-21.6678,25.2868,1.4955,0.4359
2023/3/8,28.01,28.35,1.093,"6,758,095.49","5,949,771.60","-1,318,012.31",-26.0072,"1,704,531.86",153.2979,50,187.1142,162.5138,137.721,65.66,"10,032.42","89,712,126.91","44,029,235.08",28.438,28.52,28.5127,-0.2982,-0.97,4.0086,0.4077,-1.9399,-115.2318,0.0009,-0.58,30.1887,41.2508,8.0644,39.5103,-0.254,-46.0138,45.4064,75,0.5645,28.23,0.5714,0.6667,0.2727,1.2686,0.0253,115.0568,0.8619,-0.0351,0.9371,-25.1786,25.3612,1.5664,0.4185
2023/3/7,28.33,28.34,1.2763,"7,523,817.15","6,166,995.80","-1,316,143.82",-18.6029,"2,438,362.07",143.6082,50,166.0394,147.6939,132.7519,65.13,"97,083.95","89,709,748.54","47,216,704.66",28.4902,28.63,28.594,-0.244,-1.11,4.6146,0.4481,-2.1662,-171.7136,0.0017,-0.6218,32.783,46.7818,4.7853,39.0381,-0.1371,-39.6838,48.9034,75.4545,0.5998,28.4475,0.5714,0.6,0.3,1.4457,0.0438,109.7599,0.8486,-0.0295,0.9514,-19.2886,25.425,1.6384,0.4165
2023/3/6,28.62,28.31,0.9358,"6,167,842.35","5,940,716.00","-1,380,337.49",-13.1834,"2,440,437.84",163.6397,41.6667,166.9835,157.1584,147.2987,64.59,"-73,571.56","89,701,713.70","48,359,988.18",28.5577,28.826,28.721,-0.1563,-1.07,4.9433,0.4852,-2.2501,-137.3174,0.0024,-0.7145,36.9018,53.7813,3.1427,37.8248,0.4144,-66.7135,42.5431,71.9149,0.6779,28.725,0.5714,0.5,0.3636,1.5708,0.0618,105.0464,0.8344,-0.0136,1.0693,-20.4361,25.5724,1.6732,0.3861
2023/3/3,28.98,28.62,0.658,"4,675,230.19","6,550,681.80","-1,294,342.93",-0.8704,"2,798,698.54",171.0956,41.6667,167.4693,164.3182,153.5676,65.39,"-65,831.64","89,768,112.40","45,730,344.56",28.6311,29.054,28.9265,-0.0195,-0.76,5.5114,0.5151,-1.3444,-29.3353,0.003,-0.4009,48.9093,62.221,22.2859,45.648,0.28,-81.8313,35.8133,43.125,0.6922,28.9925,0.4286,0.5,0.3636,1.7663,0.0766,108.656,0.819,-0.0141,1.0586,-23.9633,25.6418,1.7246,0.3927
2023/3/2,28.9,28.98,0.5702,"4,636,278.30","7,085,238.40","-1,016,310.42",13.315,"2,774,981.55",151.8146,50,159.8844,153.913,142.1954,66.05,"-12,415.27","89,826,029.58","49,123,474.88",28.6984,29.206,29.0797,0.1143,-0.22,6.0513,0.5319,-0.2066,30.7485,0.0034,-0.0655,59.6798,68.8769,41.2856,57.0712,0.28,-70.6434,35.6917,26.087,0.6874,28.955,0.4286,0.4545,0.3,1.9596,0.091,107.1746,0.8025,0.0245,1.0879,-21.2666,25.7702,1.7551,0.3746
2023/3/1,29.32,28.9,0.8618,"7,831,918.03","8,127,262.60","-643,763.97",19.558,"3,613,365.58",147.4368,50,146.4033,149.3631,142.7711,65.79,"-50,057.33","89,813,202.13","47,887,176.53",28.6786,29.286,29.1296,0.2221,0.2,6.0527,0.5353,-0.0836,35.8598,0.0033,-0.1455,65.0197,73.4754,48.1082,54.9852,0.7716,-53.7756,43.3813,24.7191,0.7207,29.2775,0.2857,0.5,0.3333,2.0114,0.1021,115.0478,0.7847,0.0003,1.1093,-13.7593,25.9865,1.7334,0.3512
2023/2/28,29.25,29.32,0.6877,"6,418,457.50","9,081,056.20","-483,949.73",23.6212,"5,865,632.87",142.7069,58.3333,143.3443,143.865,137.5242,66.21,"30,525.39","89,925,313.14","46,651,741.08",28.6343,29.346,29.2443,0.3693,0.29,5.905,0.5272,1.9088,59.4588,0.0033,0.3936,75.0295,77.7033,69.682,69.831,2.4157,-35.7357,38.634,13.3595,0.705,29.48,0.4286,0.5,0.2222,2.027,0.1048,116.3492,0.7653,0.0116,1.1343,21.0492,26.0942,1.7053,0.3558
2023/2/27,29.06,29.45,0.9142,"9,201,215.25","9,380,949.40","-132,867.99",22.4352,"5,575,978.33",167.1158,66.6667,169.293,160.9392,158.6845,66.52,"-17,448.78","89,953,788.71","43,504,771.03",28.5261,29.222,29.2065,0.4661,1.18,5.2995,0.5026,3.3364,75.0063,0.0034,0.7291,79.5443,79.0402,80.5525,75.0582,3.9457,-0.2411,44.8514,10.8055,0.5905,29.2525,0.4286,0.4615,0.25,1.9149,0.1016,115.5808,0.7449,0.0632,1.11,29.1957,26.158,1.6429,0.3451
2023/2/24,29.33,29.38,0.6615,"7,286,696.49","10,042,007.00","39,298.98",22.8456,"5,495,975.03",159.037,66.6667,167.9055,157.2805,163.0181,66.09,"84,948.23","89,931,916.86","30,843,432.84",28.3458,29.138,29.0847,0.5347,0.49,4.6935,0.4662,4.2183,69.108,0.0034,0.9673,81.0186,78.7881,85.4795,74.1913,4.3333,80.4621,39.3536,12.0079,0.5535,29.47,0.4286,0.5,0.2857,1.7526,0.0935,119.5281,0.7234,0.079,1.0707,50.1663,26.02,1.5686,0.3226
2023/2/23,29.3,29.38,0.7689,"9,859,660.76","11,089,136.20","446,310.52",21.0538,"5,192,177.95",161.2658,66.6667,157.4686,163.4573,167.2414,66.09,"-59,266.21","89,931,916.86","40,482,037.51",28.1556,28.916,28.9371,0.595,0.4,3.9223,0.4203,5.5664,91.4343,0.0036,1.2973,81.089,77.6729,87.9212,74.1913,7.8471,124.8469,44.3661,12.0079,0.5799,29.075,0.4286,0.4615,0.375,1.5192,0.0817,118.6112,0.7008,0.113,1.0586,65.0999,25.788,1.4894,0.3169
2023/2/22,28.4,29.2,0.817,"12,589,392.84","12,803,559.00","703,859.49",18.4171,"5,255,972.78",135.6303,58.3333,136.0072,147.1737,146.131,65.84,"41,351.76","89,871,234.43","43,608,196.24",27.9925,28.818,28.7157,0.6248,1.61,3.127,0.3654,6.2204,84.6108,0.0034,1.51,79.454,75.9649,86.4323,72.4835,7.1294,175.2922,50.2107,13.6821,0.5989,28.74,0.5714,0.4167,0.4444,1.2855,0.0663,116.4274,0.6772,0.1182,1.0386,91.9089,25.4448,1.3887,0.2836
2023/2/21,29,28.7,0.4681,"7,949,529.72","15,416,747.40","742,210.72",13.8352,"6,154,301.30",138.6831,50,112.2928,138.193,136.9931,64.74,"-30,963.65","89,651,802.65","34,254,775.08",27.7375,28.774,28.4735,0.6421,1.64,2.2924,0.3045,5.5923,86.3323,0.0031,1.3655,77.0332,74.2203,82.6591,67.5063,5.0096,37.7071,38.8834,23.7425,0.6257,28.7875,0.7143,0.3333,0.4444,1.0642,0.0514,120.3354,0.6526,0.1268,0.9807,63.3659,24.9509,1.2947,0.2719
2023/2/20,28.27,29.03,0.6986,"12,303,401.69","16,983,673.00","1,253,321.19",8.863,"6,588,358.57",146.447,50,136.1297,150.5759,152.7124,65.18,"124,704.15","89,742,177.85","30,684,303.55",27.6022,28.552,28.3602,0.7057,2.97,1.5829,0.2388,7.7646,100.2317,0.0032,1.9882,77.4211,72.8138,86.6355,74.9641,4.6827,14.7289,47.715,17,0.556,28.595,0.7143,0.3077,0.375,0.8973,0.036,121.8212,0.6271,0.1288,0.9664,62.8098,24.4377,1.2362,0.262
2023/2/17,28.87,28.27,0.7239,"12,822,984.58","17,872,902.60","1,425,714.74",8.6646,"7,105,341.47",145.8362,50,115.6539,138.736,137.1595,64.15,"-132,755.76","89,406,529.99","23,157,503.30",27.3922,28.158,28.0254,0.6709,2.52,1.0213,0.1628,5.9496,122.6991,0.0026,1.5218,74.6829,70.5102,83.0283,68.2276,6.481,91.5945,47.8859,32.2,0.5074,29.0325,0.7143,0.3077,0.375,0.6998,0.0228,122.0639,0.6006,0.0987,0.9464,55.5049,23.8541,1.1245,0.2713
2023/2/16,28.98,28.89,1.1863,"18,553,166.77","17,366,337.40","1,616,303.89",3.6263,"7,381,688.69",166.7948,58.3333,141.595,150.7042,148.9669,65.48,"-67,125.89","89,676,307.51","42,168,563.72",27.163,27.716,27.903,0.7068,3.83,0.3282,0.0872,9.2525,185.1206,0.0021,2.3518,78.2215,68.4239,97.8169,83.502,7.0959,166.3084,60.1609,19.8,0.5981,28.8725,0.7143,0.3333,0.3333,0.5025,0.0078,127.381,0.5729,0.107,0.9121,36.9003,23.1798,1.064,0.2678
2023/2/15,27.74,28.98,2.2903,"25,704,672.91","15,523,530.20","1,240,887.99",-1.82,"6,968,285.25",149.036,58.3333,177.8072,149.3989,143.8974,66.36,"27,377.62","89,733,500.53","39,287,909.60",26.7479,27.088,27.4096,0.5736,3.69,-0.4192,0.0042,10.8822,259.336,0.0015,2.7591,77.292,63.525,104.8261,85.8263,6.7808,203.187,81.826,18,0.5052,27.42,0.5714,0.3333,0.3333,0.2128,-0.0093,126.4398,0.5441,0.1042,0.87,37.7007,22.7098,0.9314,0.2685
2023/2/14,27.13,27.59,1.769,"15,667,560.86","11,204,191.00","5,981.17",-12.4281,"4,653,949.51",109.6154,58.3333,134.8424,117.7822,111.1628,64.97,"105,336.16","88,440,668.23","37,336,442.43",26.261,26.304,26.6244,0.2925,2.11,-1.0219,-0.0671,6.6727,250.0639,0.0004,1.7127,74.9924,56.6415,111.6942,77.9139,1.9167,169.402,69.2442,3.9007,0.4124,26.895,0.7143,0.25,0.3333,-0.0643,-0.0242,123.6111,0.514,0.0794,0.7879,-1.9497,22.3551,0.7469,0.1887
2023/2/13,26.15,27.06,2.6244,"16,890,447.08","8,922,831.20","-564,696.96",-21.7691,"3,974,479.63",100.5846,50,109.3968,114.7233,105.1677,64.18,"71,072.21","88,131,503.39","31,357,083.66",25.9539,25.844,26.1415,0.1024,1.26,-1.6733,-0.1097,5.4286,232.0261,0,1.3527,64.4599,47.466,98.4477,73.1515,0.8355,86.4802,74.2142,12.4498,0.416,26.0225,0.7143,0.3077,0.375,-0.2856,-0.0351,122.4434,0.4829,0.0687,0.7736,-4.6928,22.1898,0.6977,0.1762
2023/2/10,25.69,26.06,1.7929,"10,046,666.04","6,451,613.80","-1,401,606.27",-29.2106,"2,456,183.80",78.6927,41.6667,87.5879,102.9894,88.4781,63.18,"23,473.08","87,481,796.36","12,079,849.09",25.6859,25.528,25.6823,-0.1008,0.1,-2.2251,-0.1329,2.1227,79.9017,-0.0008,0.52,52.9148,38.9691,80.8061,59.3796,0.4474,72.6104,59.7324,47.7876,0.266,25.5725,0.5714,0.3077,0.375,-0.4733,-0.0427,117.6524,0.4505,0.013,0.7514,-19.5605,22.1041,0.6851,0.2333
2023/2/9,24.99,25.75,1.5506,"9,142,624.85","5,598,692.00","-1,747,543.47",-39.1193,"2,244,387.61",63.8739,33.3333,71.0232,87.511,75.5102,62.67,"98,916.97","87,360,951.31","8,446,932.73",25.6265,25.476,25.4934,-0.2117,0.35,-2.3401,-0.1346,0.8815,-32.1137,-0.0014,0.2809,41.0605,31.9963,59.1889,53.1747,-0.1236,-8.2701,57.3099,69.1489,0.1789,25.1475,0.7143,0.25,0.4444,-0.5091,-0.0474,115.2125,0.417,0.0206,0.7893,-28.6082,22.1745,0.7081,0.2333
2023/2/8,25.46,25.06,0.6317,"4,082,979.81","5,934,741.20","-2,078,564.75",-43.7316,"2,229,279.58",64.82,25,78.4902,80.6885,71.2984,61.83,"-104,393.23","87,107,580.97","2,744,211.18",25.6109,25.518,25.3652,-0.3071,-0.14,-2.5295,-0.1245,-1.9849,-87.7803,-0.0018,-0.4445,25.935,27.4642,22.8767,34.6623,-0.5972,-75.3173,38.2956,93.617,0.1203,25.3525,0.7143,0.25,0.4444,-0.509,-0.0469,110.3479,0.3823,-0.0087,0.76,-34.6582,22.3483,0.8062,0.2214
2023/2/7,25.47,25.29,0.6307,"4,387,264.77","6,434,041.00","-1,947,745.02",-34.093,"2,065,985.91",65.4107,33.3333,69.4018,83.8358,65.6695,62.23,"-78,271.12","87,144,546.76","-7,026,116.03",25.7424,25.586,25.5177,-0.293,-0.43,-2.2658,-0.1041,-1.7578,-67.4153,-0.0013,-0.3236,31.5254,28.2287,38.1189,38.9385,-0.6238,-43.9065,39.183,85.461,0.1431,25.43,0.5714,0.2727,0.4,-0.3644,-0.0467,111.4097,0.3464,-0.0325,0.7921,-34.493,22.6114,0.84,0.1986
2023/2/6,25.5,25.48,0.5927,"4,557,541.80","6,941,489.00","-1,784,358.40",-45.2716,"2,093,742.31",84.3147,41.6667,95.4199,107.445,82.8025,62.57,"51,947.75","87,177,193.56","-2,807,767.24",25.8669,25.568,25.6316,-0.294,0.26,-2.3763,-0.0853,-1.3423,-69.1047,-0.0007,-0.3036,30.4849,26.5804,38.2939,42.5523,-0.7047,-42.1332,39.6648,78.7234,0.0016,25.7,0.5714,0.3,0.4,-0.3057,-0.0475,110.9756,0.3095,-0.0297,0.8236,-29.7694,22.9709,0.8946,0.2023
2023/2/3,25.82,25.8,0.7463,"5,719,508.10","7,719,205.60","-1,569,938.84",-46.8421,"3,327,570.87",103.8168,41.6667,110.3135,124.8258,101.1896,62.89,"123,201.52","87,233,941.20","6,732,856.76",25.8869,25.616,25.7074,-0.3118,0.52,-2.3106,-0.0663,-0.2834,-48.0879,-0.0007,-0.0582,29.6846,24.6281,39.7974,48.9252,-0.3393,-36.3343,42.2982,67.9443,0.1403,25.8075,0.4286,0.3333,0.3636,-0.2826,-0.0519,111.5917,0.2719,-0.0501,0.8357,-18.6278,23.3918,0.8737,0.2189
2023/2/2,25.51,25.96,1.4754,"10,833,631.32","7,736,388.00","-1,395,409.22",-43.8233,"3,196,263.39",109.1662,41.6667,120.9762,136.3225,112.1212,63.05,"93,281.34","87,269,524.11","35,081,400.16",25.8566,25.5,25.6611,-0.3825,-0.18,-1.9587,-0.0453,0.0932,-47.0385,-0.0006,0.08,24.1729,22.0999,28.3188,52.1815,-0.351,-13.0902,55.3593,62.3693,0.2736,25.27,0.4286,0.4444,0.3636,-0.2401,-0.0564,110.8454,0.2337,-0.0129,0.8979,-18.2749,23.6497,0.906,0.2068
2023/2/1,25.3,25.4,0.9079,"6,499,444.76","7,375,804.60","-1,672,541.84",-42.2228,"3,117,166.77",87.165,33.3333,104.8933,123.2128,97.3759,62.3,"135,010.77","87,029,597.99","40,320,826.02",25.8751,25.364,25.5116,-0.5002,-0.86,-1.33,-0.0162,-2.4827,-116.6667,-0.0011,-0.5336,17.1104,21.0634,9.2042,40.6629,-0.6063,-65.3872,42.9407,81.8815,0.4347,25.3325,0.5714,0.375,0.3636,-0.141,-0.0583,110.2909,0.195,-0.0246,0.89,-21.6833,23.8083,0.969,0.2062
2023/1/31,25.72,25.2,0.8809,"6,947,042.62","7,226,653.20","-1,561,955.78",-30.3515,"3,044,724.75",85.1993,33.3333,92.6011,116.0658,89.4944,61.78,"-87,911.07","86,977,525.54","43,627,462.94",25.9371,25.512,25.5675,-0.5379,-1.96,-0.7057,0.0268,-3.9054,-128.2349,-0.0016,-0.9055,16.4457,23.04,3.2571,36.0804,-0.6094,-30.2498,43.7725,92.7273,0.5535,25.73,0.5714,0.375,0.3636,0.0398,-0.057,112.5,0.1557,-0.0508,0.93,-18.9222,24.039,0.9552,0.2006
2023/1/30,25.59,25.72,0.8956,"8,480,829.20","7,849,933.40","-1,434,154.32",-30.2343,"3,184,099.69",90.5802,33.3333,105.4308,130.5533,95.9088,62.45,"-7,502.57","87,117,338.18","39,715,951.67",26.0442,25.724,25.7512,-0.52,-0.58,-0.5852,0.0753,-2.2889,-92.8697,-0.0017,-0.5973,20.9648,26.3371,10.2202,43.3308,-0.3494,-44.0112,47.0961,73.8182,0.5478,25.33,0.5714,0.4286,0.3333,0.1507,-0.0557,113.2042,0.1162,-0.0575,0.9343,-21.3853,24.2399,0.9279,0.1862
2023/1/20,25.28,25.22,0.5955,"5,890,801.82","9,450,670.40","-1,407,839.55",-26.9511,"4,380,950.49",86.945,33.3333,90.5858,125.8607,84.0326,61.95,"-98,413.19","86,949,537.60","29,316,750.96",26.1285,26.012,25.7668,-0.5632,-0.82,-0.3074,0.1233,-4.539,-164.0305,-0.0022,-1.1573,18.1139,29.0233,-3.7049,32.4548,-0.2017,-32.281,40.7951,92,0.4257,25.39,0.7143,0.3333,0.3077,0.2699,-0.0533,111.9396,0.0765,-0.0839,0.9579,-12.1486,24.508,0.9155,0.1903
2023/1/19,26,25.28,0.9453,"9,104,747.78","9,839,825.80","-1,088,576.78",-31.2322,"4,097,484.79",100.2875,41.6667,107.8585,140.7496,94.2415,62.47,"-59,305.72","86,963,444.02","42,119,592.31",26.2836,26.228,26.0402,-0.4947,-1.27,-0.3255,0.178,-4.5467,-193.6838,-0.0021,-1.2482,23.1708,34.478,0.5565,33.0899,-0.2216,-21.2332,46.5012,89.8182,0.4743,26.27,0.8571,0.4286,0.25,0.3653,-0.0499,114.3891,0.0366,-0.0417,0.9743,-13.9664,24.8018,0.8827,0.1881
2023/1/18,26.45,26.14,0.567,"5,844,134.58","9,605,251.20","-993,123.18",-29.5255,"4,264,328.82",106.9296,41.6667,106.6638,153.2218,99.3631,63.33,"-100,801.01","87,262,155.71","44,536,496.23",26.518,26.38,26.4203,-0.3698,-1.15,-0.0944,0.227,-1.5041,-59.7755,-0.0011,-0.4536,29.6653,40.1316,8.7328,43.1828,0.3672,-44.9255,39.3336,70.614,0.5563,26.455,0.8571,0.5,0.1818,0.4585,-0.0509,116.7485,-0.0036,-0.0275,0.9357,-15.3825,25.0998,0.8926,0.1877
2023/1/17,27.14,26.26,0.9329,"10,120,811.50","10,255,815.80","-524,502.15",-27.881,"3,936,195.36",114.841,41.6667,101.9623,159.6072,97.3635,63.94,"-108,463.94","87,288,730.15","67,551,516.27",26.6014,26.462,26.5604,-0.3298,-1.27,0.2329,0.2638,-1.2411,-27.2178,-0.0002,-0.3155,40.498,45.3647,30.7646,44.7706,0.2545,-0.1607,45.9624,68.4,0.6369,27.0825,0.8571,0.5,0.1818,0.5557,-0.0531,116.1947,-0.0441,0.0099,0.9793,-14.6927,25.3256,0.9287,0.1901
2023/1/16,26.31,27.16,1.4636,"16,511,568.23","10,753,754.40","-348,046.04",-30.5423,"3,896,343.56",124.7445,41.6667,117.6797,174.9107,106.827,64.84,"30,616.04","87,621,151.87","78,632,817.97",26.6353,26.668,26.7106,-0.2796,0.78,0.5141,0.2978,1.9711,47.1919,0.001,0.54,52.1359,47.798,60.8115,58.1299,0.2774,4.6963,58.5034,45.1299,0.6741,26.29,0.7143,0.5,0.1818,0.6553,-0.0533,121.25,-0.0846,0.0449,0.9914,-13.6883,25.5559,0.9501,0.1961
2023/1/13,26.01,26.3,0.6686,"7,826,859.01","11,251,400.00","-773,042.54",-29.0338,"3,540,557.04",112.6717,33.3333,102.8881,162.7744,95.3283,63.98,"9,687.97","87,082,669.38","68,562,735.88",26.5282,26.742,26.486,-0.3771,-0.58,0.837,0.3276,-1.2083,-72.9323,0.001,-0.2873,41.1424,45.6291,32.1689,45.0805,-0.1806,-60.8521,40.2023,73.0519,0.6117,26.245,0.7143,0.5,0.1818,0.7003,-0.0489,121.4781,-0.125,-0.0168,0.9736,-25.8816,25.8588,1.011,0.1923
2023/1/12,26.43,26.04,0.6028,"7,982,808.10","11,673,288.00","-422,245.30",-20.4478,"3,368,253.76",112.0364,33.3333,92.0716,146.1413,87.0968,63.68,"-122,864.36","87,004,739.11","76,124,669.42",26.6647,26.758,26.5789,-0.3449,0.04,1.6246,0.3702,-2.7451,-76.7325,0.0009,-0.6109,43.5118,47.8725,34.7905,40.4007,-0.3276,-65.4605,40.3763,83.4302,0.6306,26.6925,0.7143,0.4444,0.2,0.9312,-0.0415,120.444,-0.165,-0.0284,1.1479,-27.7556,26.2039,1.0603,0.2332
2023/1/11,27.18,26.55,0.6958,"9,167,386.67","13,115,387.00","21,300.94",-12.327,"3,368,157.04",122.9943,33.3333,104.9789,157.6987,95.5596,64.54,"-93,151.59","87,156,616.79","81,041,300.11",26.812,26.926,26.8484,-0.2318,0.61,2.3461,0.4114,-1.4294,-19.8293,0.0005,-0.2918,52.7677,50.0528,58.1975,46.9387,-0.3569,-76.2152,42.1133,63.4409,0.6801,27.3075,0.5714,0.5,0.2,1.1904,-0.0295,124.6479,-0.2044,-0.0167,1.22,-28.9535,26.5826,1.0875,0.2323
2023/1/10,27.21,27.29,0.9757,"12,520,921.91","13,032,205.00","468,843.16",3.729,"3,946,069.97",137.4968,41.6667,116.6665,164.1766,104.1985,65.28,"-11,245.18","87,402,511.41","83,462,797.55",26.7897,26.816,26.9976,-0.1573,0.54,3.2465,0.4419,0.7817,56.8512,0.0005,0.32,55.4674,48.6954,69.0114,58.3579,-0.082,-32.3776,47.1372,38.8489,0.7171,27.1825,0.5714,0.625,0.2,1.455,-0.0206,136.2456,-0.243,-0.0302,1.2164,-28.9347,27.0229,1.1873,0.2711
2023/1/9,26.5,27.53,1.6995,"18,599,940.90","12,833,314.40","681,646.90",6.7939,"4,953,770.16",136.7946,50,131.794,171.9965,113.6274,65.74,"132,098.65","87,511,670.37","95,598,106.81",26.689,26.546,26.8514,-0.1984,0.73,3.4378,0.4656,1.985,43.3501,0.0007,0.4709,46.8011,45.3094,49.7844,62.465,0.0505,101.7036,57.8534,30.5987,0.727,26.385,0.5714,0.5,0.2,1.4955,-0.0142,138.2722,-0.2806,-0.0154,1.2571,-32.0461,27.3119,1.2523,0.2966
2023/1/6,26.63,26.38,0.8867,"9,913,947.38","11,153,981.40","288,215.01",3.9768,"8,999,009.57",141.7188,50,127.3862,175.0222,116.622,64.32,"-4,686.39","86,685,319.34","77,780,715.52",26.4419,26.39,26.5121,-0.3189,-0.62,3.3323,0.4958,-1.5335,-14.5826,0.0005,-0.5655,36.7601,44.5636,21.153,47.7938,0.3754,-19.3754,42.5631,56.0976,0.7389,26.685,0.5714,0.5,0.2,1.4096,-0.0125,126.8269,-0.317,-0.0669,1.2643,-21.939,27.6174,1.3383,0.3055
2023/1/5,26,26.88,1.3374,"15,059,389.58","11,180,669.60","702,431.20",6.4019,"8,733,310.76",148.7179,50,131.2845,184.7706,123.1302,64.82,"98,869.78","86,869,740.02","88,613,185.32",26.3682,26.474,26.5782,-0.274,-1.26,3.3404,0.5424,0.8788,5.323,0.0013,0.0518,40.3674,48.4653,24.1714,55.679,1.0922,6.6436,51.527,45.0111,0.7445,25.9525,0.7143,0.5,0.1,1.3796,-0.0134,125.0814,-0.3521,0.0223,1.2914,-6.2474,27.918,1.4747,0.3302
2023/1/4,25.79,26,0.6381,"8,664,113.00","11,303,028.80","691,184.00",8.1868,"9,059,526.51",153.6288,41.6667,125.7657,181.0313,121.4732,63.89,"29,566.82","86,358,085.42","76,418,142.33",26.3491,26.498,26.4272,-0.306,-1.96,3.5924,0.5869,-2.0992,-57.7539,0.0012,-0.6245,40.0569,52.5143,15.142,41.5308,0.9681,-42.6096,38.0079,64.5233,0.7456,26.1475,0.7143,0.4444,0.1111,1.4086,-0.0101,117.807,-0.3855,0.035,1.29,-13.2692,27.976,1.5562,0.3589
2023/1/3,26.7,25.94,0.728,"11,583,444.22","13,560,019.40","1,325,007.35",12.1645,"8,775,880.05",155.6144,41.6667,123.2165,182.3638,118.6986,63.36,"-92,273.83","86,338,072.42","73,492,989.04",26.4826,26.926,26.6409,-0.178,-2.33,4.4102,0.6384,-2.6154,-36.2953,0.0015,-0.6682,49.1982,58.743,30.1086,40.4507,0.5812,-36.292,42.3887,65.8537,0.7767,26.7125,0.7143,0.4444,0.1111,1.623,0.0009,117.4819,-0.4172,0.0501,1.4121,-8.1512,27.9807,1.6811,0.356
2022/12/30,26.7,26.75,0.4947,"10,510,655.48","15,832,895.80","1,822,026.46",16.9719,"8,634,443.61",161.5114,41.6667,130.0154,195.2381,124.6209,64.38,"24,519.11","86,687,113.96","85,073,759.55",26.6449,27.33,26.9913,0.0264,0.47,5.0835,0.6781,0.3,17.4004,0.0024,0.05,59.4088,63.5155,51.1956,51.0623,0.5857,-58.9524,40.4633,47.8936,0.783,26.75,0.7143,0.4444,0.1111,1.807,0.0141,117.7377,-0.4471,0.0348,1.4021,-4.2149,28.0449,1.8017,0.3655
2022/12/29,26.71,26.8,0.4361,"10,006,920.97","21,346,264.80","2,528,449.15",24.2753,"8,364,227.52",160.3641,50,136.4313,196.1924,126.4469,64.72,"45,576.10","86,706,813.79","87,286,161.38",26.701,27.634,27.1119,0.158,1.71,5.8322,0.6962,0.3965,26.6667,0.0028,0.1373,63.06,65.5688,58.0426,51.7608,0.7024,-9.41,39.5745,46.7849,0.816,27.2,0.5714,0.5,0.125,1.9976,0.0261,115.9671,-0.4753,-0.0056,1.4029,0.9203,28.0889,1.8793,0.3664
2022/12/28,27.97,27,0.7224,"15,841,648.67","23,040,029.60","3,445,374.63",26.1578,"7,930,713.38",169.0599,50,143.2859,193.9182,128.2013,64.92,"-96,654.79","86,781,242.65","85,778,976.83",26.6425,27.53,27.2679,0.3171,2.36,5.9803,0.7001,1.679,73.5244,0.0036,0.3155,67.9825,66.8231,70.3013,54.2337,1.887,10.8265,45.9237,39.9582,0.8171,28.0525,0.7143,0.5,0.125,2.0265,0.0371,117.7497,-0.5018,0.0244,1.4579,8.3016,28.1132,1.9239,0.3651
2022/12/27,28,28.14,0.9848,"19,914,431.45","21,773,824.00","3,987,164.69",28.0664,"8,179,257.43",191.4143,50,163.9039,213.5338,141.0317,66.06,"41,672.73","87,418,446.10","98,202,013.24",26.562,27.148,27.4019,0.4769,2.32,6.0711,0.6855,6.5741,138.8008,0.0047,1.6264,73.149,66.2434,86.96,70.1539,3.8066,10.3637,50.9719,16.1088,0.8678,27.76,0.7143,0.5,0.2222,2.047,0.041,119.592,-0.5266,0.0391,1.4021,46.2168,28.0823,1.9265,0.3876
2022/12/26,27.6,27.96,1.2372,"22,532,700.29","20,245,790.00","4,192,201.71",30.781,"8,585,740.15",169.7075,50,143.8452,208.973,134.4288,65.3,"124,829.31","87,290,094.78","94,444,305.33",26.1946,26.448,27.0328,0.4342,1.01,6.075,0.6513,6.7889,137.5902,0.0046,1.7136,68.26,62.7906,79.1988,68.9548,2.4829,131.8295,54.4749,19.8745,0.8448,27.84,0.7143,0.5,0.2222,1.9913,0.0477,118.2241,-0.5497,0.1016,1.3857,55.4727,28.0546,1.8429,0.3847
