日期,开盘价(元),收盘价(元),量比,TAPI加权指数成交值,VMA量简单移动平均,VMACD量指数平滑异同平均,VOSC成交量震荡,VSTD成交量标准差,CR能量指标,PSY心理指标,VR成交量比率,AR,BR,WAD威廉聚散指标,MOBV能量潮,PVT量价趋势指标,WVAD威廉变异离散量,BBI多空指数,MA简单移动平均,EXPMA指数平均数,MACD指数平滑异同平均,MTM动力指标,PRICEOSC价格振荡指标,TRIX三重指数平滑平均,BIAS乖离率,CCI顺势指标,DBCD异同离差乖离率,DPO区间震荡线,K,D,J,RSI相对强弱指标,SRDM动向速度比率,VROC量变动速率,VRSI量相对强弱,WR威廉指标,ADTM动态买卖气指标,CDP逆势操作,DPTB大盘同步指标-上证指数,JDQS阶段强势指标-上证180,JDRS阶段弱势指标--上证指数,MI动量指标,MICD异同离差动力指数,RC变化率指数,RCCD异同离差变化率指数,SRMI（MI修正指标）,ATR真实波幅,CVLT佳庆离散指标,MASS梅斯线,STD标准差,VHF纵横指标
2022/5/27,3.41,3.38,0.6915,"23,107,036.98","29,380,182.80","-1,021,268.11",-31.4477,"10,882,899.84",63.806,50,98.0015,134.7594,73.5849,31.89,"-285,866.93","656,253,519.48","-31,461,760.58",3.4168,3.42,3.4065,0.0688,-0.07,-1.863,-0.5392,-0.9766,-15.2108,0.0009,-0.0436,34.0653,44.6544,12.8871,43.2256,0.1842,-29.7164,38.6662,58.1395,-0.0217,3.3975,0.7143,0.4286,0.2143,-0.1775,0.0173,78.6047,-0.1573,-0.0315,0.13,-6.4401,23.8494,0.2538,0.3646
2022/5/26,3.43,3.4,0.6017,"22,885,773.82","33,298,585.40","-764,202.60",-30.0741,"10,640,166.79",62.1908,50,109.7949,142.8571,76.4706,31.94,"127,307.83","656,388,972.54","74,554,680.89",3.4269,3.442,3.4197,0.0758,0.02,-2.6356,-0.5871,-0.2201,5.9996,0.0013,-0.0164,41.4205,49.949,24.3636,45.866,0.2973,-18.3626,38.5241,53.4884,0.2321,3.4025,0.7143,0.4286,0.2143,-0.2,0.0159,80.7601,-0.1223,0.0147,0.13,-7.2399,24.0213,0.2666,0.3376
2022/5/25,3.36,3.42,0.6256,"23,307,593.86","38,102,101.60","-232,078.96",-32.4596,"10,622,607.94",57.2848,58.3333,102.9243,146.114,75.8865,31.98,"892,938.01","656,523,049.87","102,214,403.56",3.4413,3.452,3.4295,0.0814,0.02,-3.3796,-0.6421,0.5636,13.052,0.0018,0.0118,49.2276,54.2132,39.2563,48.3259,0.0682,-4.6025,38.8844,48.8372,0.4069,3.405,0.7143,0.375,0.1538,-0.2254,0.0134,77.2009,-0.0878,0.0351,0.135,-8.1744,24.1047,0.2761,0.3387
2022/5/24,3.48,3.37,1.1121,"39,687,810.39","37,412,688.80","632,649.79",-38.1538,"10,041,429.84",46.8405,58.3333,86.9726,133.4928,68.1967,31.9,"-1,002,507.20","656,175,773.35","96,399,929.48",3.4486,3.444,3.4343,0.0843,-0.12,-4.4134,-0.7031,-0.59,31.323,0.0012,-0.0291,53.8414,56.706,48.112,41.8257,0.6286,17.1465,52.0508,60.4651,0.4615,3.53,0.5714,0.375,0.2308,-0.2577,0.0103,72.3176,-0.0537,0.0178,0.1357,-6.6913,24.1358,0.2937,0.3262
2022/5/23,3.48,3.53,1.0471,"38,575,627.20","35,033,445.40","419,940.94",-44.9432,"10,072,926.50",61.5628,58.3333,81.7695,150,84.1379,32.06,0,"657,941,703.28","97,724,504.73",3.4633,3.45,3.4665,0.0973,0.18,-5.7432,-0.7682,4.4121,144.5551,0.0006,0.1382,64.9726,58.1384,78.6409,62.9381,1.0357,13.4408,51.7167,23.2558,0.4103,3.48,0.5714,0.375,0.2308,-0.2912,0.0065,76.0776,-0.02,0.0595,0.1407,-12.7925,24.0945,0.3261,0.4038
2022/5/20,3.42,3.49,1.2739,"42,558,101.15","36,844,506.80","130,875.95",-52.4851,"10,223,774.27",50.999,50,67.3336,139.3665,71.7791,32,"286,440.16","657,499,532.45","23,315,749.42",3.4459,3.442,3.4347,0.083,0.19,-6.9619,-0.8454,3.5608,115.1515,-0.0014,0.1227,60.6167,54.7213,72.4076,58.5826,0.5806,2.1725,55.1053,31.8182,0.2828,3.4625,0.7143,0.375,0.2308,-0.3295,0.0032,74.0977,0.0135,0.0573,0.1464,-18.4869,24.1043,0.3555,0.4065
2022/5/19,3.33,3.45,1.6366,"46,971,731.88","33,454,640.80","-704,451.88",-50.984,"9,531,960.02",52.4496,50,65.297,137.2197,70.2128,31.9,"-184,112.70","657,005,398.73","-7,849,822.30",3.4378,3.414,3.4071,0.0673,0.14,-8.2484,-0.9136,2.5006,127.4379,-0.0031,0.0909,57.2042,51.7736,68.0654,54.0862,0.4,34.4797,58.5275,37.5,0.0758,3.3925,0.5714,0.4444,0.2308,-0.364,0.0002,75.6579,0.0463,0.0551,0.1493,-25.7515,24.0999,0.3954,0.4104
2022/5/18,3.4,3.38,0.6388,"20,101,720.12","28,683,506.80","-2,370,112.10",-53.9248,"7,840,242.34",46.0377,41.6667,63.2444,120.5128,62.3145,31.77,"-812,003.05","656,033,169.06","-26,022,004.50",3.4398,3.384,3.3856,0.0511,0.06,-9.9858,-0.9716,0.9457,67.9932,-0.0037,0.0218,56.7365,49.0583,72.0929,45.4496,0.1714,-54.9869,38.7553,39.4737,0.2577,3.405,0.5714,0.5,0.2308,-0.4161,-0.0033,72.2222,0.0781,-0.0059,0.1443,-47.5129,24.0859,0.4249,0.4172
2022/5/17,3.46,3.4,0.8606,"27,055,794.71","31,244,230.40","-2,035,732.12",-44.4342,"7,883,812.52",46.8868,50,63.2722,121.7949,61.7647,31.83,"-162,685.74","656,150,577.14","-8,457,525.50",3.4458,3.37,3.3884,0.0416,0.11,-11.298,-1.0192,1.6189,51.3002,-0.004,0.0545,57.832,45.2192,83.0577,47.5806,0.6129,-41.3551,43.283,59.6774,0.1656,3.4675,0.5714,0.5556,0.2857,-0.4567,-0.0079,73.1183,0.1088,-0.0116,0.1664,-42.8771,24.2964,0.4457,0.4104
2022/5/16,3.39,3.49,1.7755,"47,203,420.06","31,448,148.20","-2,018,013.88",-37.3368,"7,751,402.45",48.5549,50,68.7109,128.4444,64.3505,31.92,"604,327.06","656,848,518.43","10,100,835.93",3.442,3.354,3.3827,0.0255,0.23,-12.7975,-1.0615,4.5693,48.0549,-0.0032,0.1491,56.445,38.9127,91.5094,57.7311,1.0769,-14.55,60.2705,55.8442,0.1282,3.335,0.7143,0.5556,0.2857,-0.5073,-0.0124,75.5411,0.1382,0.0716,0.1721,-45.1417,24.4963,0.4631,0.4158
2022/5/13,3.3,3.35,0.9056,"25,529,499.40","26,828,345.80","-3,885,367.26",-32.6249,"7,081,022.84",46.2928,41.6667,66.098,129.0179,62.2754,31.78,"852,557.40","654,857,814.04","-13,994,652.49",3.427,3.314,3.329,-0.0137,-0.05,-13.9492,-1.0939,0.4247,-38.8889,-0.0039,0.0264,40.7281,30.1466,61.8909,41.5737,-0.1395,-53.7165,38.9489,82.1429,0.0423,3.2975,0.8571,0.4444,0.2857,-0.5552,-0.0163,76.1364,0.1662,0,0.1857,-50.2078,24.7174,0.4778,0.42
2022/5/12,3.26,3.3,0.7563,"23,011,577.88","28,346,045.20","-4,280,578.84",-23.4694,"7,886,422.49",48.2792,33.3333,65.49,130.8036,62.9851,31.71,"126,019.58","654,468,879.15","-17,374,327.42",3.4485,3.296,3.3185,-0.0397,-0.14,-13.7049,-1.0992,-2.2946,-53.1945,-0.0047,-0.0345,33.5059,24.8559,50.8058,34.0736,-0.5,-76.7001,35.5632,87.8049,0.049,3.3325,0.8571,0.4444,0.2857,-0.5603,-0.0189,71.5835,0.1928,0,0.21,-46.955,24.9865,0.4811,0.3975
2022/5/11,3.31,3.31,1.0137,"33,182,409.97","30,529,898.60","-4,281,818.10",-6.7458,"9,359,028.92",49.2958,33.3333,72.4494,135.5556,67.3653,31.75,"-929,851.48","654,538,634.84","-13,407,973.76",3.4787,3.316,3.3277,-0.0609,0.07,-13.0808,-1.0875,-3.522,-47.7042,-0.0058,-0.0745,27.5315,20.5309,41.5328,34.8185,-0.6,-75.1675,43.0152,86.9919,0.094,3.29,0.7143,0.4444,0.2857,-0.553,-0.0198,72.1133,0.2181,-0.0461,0.215,-41.117,25.2733,0.4769,0.3889
2022/5/10,3.25,3.32,0.8337,"27,626,896.08","32,319,864.80","-4,917,677.89",8.5467,"10,722,172.37",44.61,41.6667,70.3823,124.4898,63.5593,31.85,"1,139,761.44","654,637,318.55","-2,804,305.76",3.5031,3.342,3.3366,-0.0849,-0.03,-11.4372,-1.0623,-5.4804,-67.4568,-0.0067,-0.1218,19.6757,17.0306,24.9658,35.4647,-0.8,-29.8502,37.7586,86.1789,0.1176,3.285,0.8571,0.5,0.3077,-0.5142,-0.02,72.967,0.2419,-0.1377,0.2271,-40.0136,25.5718,0.4664,0.3802
2022/5/9,3.25,3.29,0.6518,"24,481,242.55","33,684,716.60","-5,067,074.71",10.1967,"20,833,107.44",44.7552,41.6667,64.0213,120.8,62.2905,31.73,"284,238.26","654,381,231.61","2,674,285.03",3.5352,3.326,3.3449,-0.1116,-0.01,-10.9159,-1.0216,-7.7786,-74.4195,-0.0071,-0.24,15.8039,15.7081,15.9954,32.3251,-0.811,-37.3438,33.9052,88.6179,0.1867,3.2775,0.8571,0.5,0.3077,-0.5009,-0.0195,73.4375,0.2642,-0.165,0.2364,-32.2749,25.8284,0.4606,0.3825
2022/5/6,3.32,3.26,0.8268,"33,600,947.55","37,645,836.60","-4,560,813.40",11.8943,"32,453,316.60",48.9455,41.6667,64.5909,125.0996,64.5429,31.68,"-721,954.20","654,155,442.96","-45,931,599.85",3.5706,3.338,3.3723,-0.1326,-0.21,-10.629,-0.9634,-9.924,-84.4646,-0.0074,-0.3327,14.6149,15.6602,12.5242,29.4655,-0.5081,-42.5254,38.8295,91.0569,0.1807,3.405,0.8571,0.4444,0.3077,-0.4901,-0.0199,75.6381,0.2851,-0.2401,0.2493,-11.8444,26.0674,0.452,0.3671
2022/5/5,3.38,3.4,0.763,"34,165,980.00","40,224,186.40","-4,318,657.95",15.7555,"31,954,045.51",53.539,41.6667,70.7489,125.6,66.5722,31.82,"-227,565.05","655,524,898.25","-38,091,217.05",3.6028,3.346,3.4285,-0.1431,-0.45,-10.2663,-0.8916,-7.378,-72.6895,-0.0071,-0.2518,17.0116,16.1829,18.6691,35.2594,-0.375,-54.9504,39.2379,83.4437,0.1024,3.4025,0.7143,0.5556,0.3077,-0.4783,-0.0201,78.8863,0.3048,-0.1457,0.265,-8.9236,26.2258,0.4318,0.3791
2022/4/29,3.25,3.44,0.8815,"41,118,570.64","44,571,648.00","-3,722,984.17",20.5219,"31,557,312.09",57.6037,41.6667,79.2922,124.4094,73.3333,31.88,"744,277.90","655,920,344.78","-25,647,269.92",3.6423,3.36,3.4427,-0.1711,-0.5,-9.7096,-0.8132,-7.6303,-90.5664,-0.0073,-0.2555,15.3548,15.7685,14.5274,36.9912,-0.5203,-47.3932,43.1197,80.7947,0.0915,3.265,0.7143,0.5556,0.3077,-0.4636,-0.0196,82.1002,0.3233,-0.1202,0.285,6.2843,26.2644,0.4158,0.3639
2022/4/28,3.3,3.24,0.5803,"35,306,726.85","47,321,466.60","-3,336,878.21",25.2789,"30,990,719.93",55.6892,33.3333,70.4177,117.4419,66.5722,31.68,"-568,527.41","653,345,479.22","-55,443,738.49",3.6792,3.442,3.444,-0.2048,-1.05,-8.4524,-0.7158,-14.6245,-133.7663,-0.0076,-0.51,11.2436,15.9753,1.7801,20.7782,-0.6403,-59.9853,38.653,94.0397,0.0793,3.3,0.5714,0.6,0.3333,-0.4285,-0.0177,76.5957,0.3406,-0.1649,0.2793,9.8705,26.3147,0.3949,0.3692
2022/4/27,3.21,3.35,0.5708,"43,055,437.01","60,158,835.40","-1,853,700.89",30.3628,"29,909,828.79",60.6433,33.3333,78.3975,128.2258,73.3918,31.83,"1,140,545.68","654,491,727.16","-29,582,311.24",3.7761,3.582,3.546,-0.1966,-0.63,-6.9858,-0.5946,-13.7339,-160.0759,-0.0066,-0.4955,13.2068,18.3412,2.9381,23.5563,-0.7444,63.5445,42.5095,86.755,0.0621,3.35,0.7143,0.6,0.3333,-0.3711,-0.0152,79.9523,0.3572,-0.1708,0.2779,14.0541,26.3571,0.3527,0.3623
2022/4/26,3.47,3.3,0.6036,"47,309,706.67","77,677,768.80","-409,620.14",28.994,"29,325,159.90",73.3945,33.3333,78.0436,132.377,81.0976,31.63,"-946,759.62","653,819,889.28","-58,610,829.10",3.8771,3.77,3.644,-0.1861,-0.61,-5.1051,-0.4777,-17.0681,-175.1855,-0.0056,-0.6318,11.6802,20.9084,-6.7763,19.4782,-0.5767,47.3658,43.1981,98.5507,0.157,3.545,0.7143,0.5455,0.3636,-0.3002,-0.0124,78.0142,0.3736,-0.2308,0.2707,41.8846,26.3932,0.3131,0.3457
2022/4/25,3.75,3.47,0.7622,"57,660,768.30","76,454,705.00","1,620,846.69",27.4306,"28,793,646.67",74.1044,41.6667,91.4342,129.5547,81.6514,31.85,"-1,140,726.54","656,080,837.79","661,321.63",3.9901,3.906,3.8161,-0.1408,-0.41,-3.1763,-0.3661,-14.8814,-161.2,-0.004,-0.5709,16.6112,25.5225,-1.2115,22.9466,-0.5793,184.0596,46.5308,100,0.3368,3.8325,0.5714,0.6,0.3636,-0.2212,-0.0094,83.8164,0.39,-0.193,0.26,69.8329,26.342,0.2628,0.2938
2022/4/22,3.88,3.85,0.7534,"55,235,452.47","73,137,417.00","3,622,685.99",24.3823,"31,864,142.95",79.6825,41.6667,92.5439,133.8843,88.7097,32.23,"382,100.37","661,583,011.67","80,631,734.69",4.1022,3.994,3.9891,-0.0894,-0.19,-1.557,-0.2831,-7.4148,-121.6961,-0.0027,-0.2818,24.9168,29.9782,14.7939,34.3353,-0.4571,143.3074,46.4289,85.2632,0.5421,4.0175,0.4286,0.6667,0.3333,-0.1522,-0.0068,92.5481,0.4066,-0.1444,0.2443,65.8736,26.235,0.2249,0.2069
2022/4/21,4.2,3.94,1.4383,"102,597,201.27","73,618,213.40","6,423,237.01",22.4687,"33,877,803.93",88.0045,50,96.1994,134.8739,88.9968,32.32,"-1,020,207.61","662,849,908.20","82,337,096.16",4.1344,4,4.0586,-0.0758,-0.35,-0.5772,-0.2334,-6.3948,-72.2019,-0.0028,-0.2464,30.0067,32.5089,25.0024,38.064,-0.3333,248.2358,61.4205,80,0.6121,4.23,0.5714,0.6667,0.25,-0.1106,-0.0042,97.284,0.4235,-0.1186,0.2364,78.6621,26.058,0.2129,0.1975
2022/4/20,3.98,4.29,2.2604,"131,000,557.58","68,897,365.20","5,805,474.05",18.3676,"34,783,353.94",92.0991,58.3333,122.2303,150.2304,96.5278,32.67,"663,861.05","670,934,606.66","117,829,038.11",4.1566,4.02,4.1179,-0.065,-0.01,0.0558,-0.1918,0.9214,-20.4933,-0.0025,0.0564,35.0101,33.76,37.5104,58.734,-0.233,522.1242,77.0183,41.1111,0.4531,3.955,0.4286,0.7778,0.25,-0.0752,-0.0016,107.7889,0.4408,-0.036,0.2257,55.71,25.7705,0.205,0.2059
2022/4/19,3.9,3.98,0.5904,"39,598,510.30","58,368,515.20","907,866.94",9.947,"25,096,788.31",77.195,58.3333,102.7603,133.3333,87.8472,32.34,"717,852.02","660,658,187.12","-6,481,429.72",4.1227,4.02,4.0319,-0.1125,-0.52,0.2033,-0.1567,-6.5179,-129.354,-0.003,-0.2673,23.0707,33.1349,2.9423,31.1303,-0.5534,16.5387,43.6427,75.5556,0.1579,3.905,0.5714,0.75,0.2308,-0.0747,0.0018,103.6458,0.4585,-0.1076,0.2179,21.6799,25.5111,0.2051,0.2114
2022/4/18,3.84,3.91,0.5988,"39,167,878.26","67,809,390.20","2,313,695.51",8.0299,"25,762,976.10",65.0475,58.3333,86.3156,124.569,79.9342,32.21,"81,754.27","659,941,454.62","-2,921,206.62",4.1601,4.084,4.0578,-0.1152,-0.56,0.6566,-0.0884,-8.7692,-189.6571,-0.0025,-0.3727,22.3838,38.167,-9.1825,21.2132,-0.5534,-26.9987,42.9855,83.3333,0.1111,3.9375,0.4286,0.75,0.2308,-0.0506,0.005,100.2564,0.4761,-0.1194,0.2164,25.7842,25.3378,0.1978,0.2662
2022/4/15,3.99,3.88,0.963,"59,396,410.31","65,400,074.00","4,393,992.77",9.9488,"26,955,147.29",63.0297,50,73.3532,111.9835,72.0635,32.06,"-1,049,392.34","659,638,676.77","-5,014,171.87",4.2254,4.202,4.1317,-0.0954,-0.57,0.7688,-0.0162,-9.9942,-232.1965,-0.0012,-0.44,25.2424,46.0586,-16.3898,16.9417,-0.3587,100.6357,54.2526,98.7342,0.1181,4.09,0.4286,0.7143,0.3077,-0.028,0.0075,101.8373,0.4934,-0.1121,0.2114,11.6478,25.1688,0.1873,0.2626
2022/4/14,4.21,4.04,1.5433,"76,494,633.42","60,090,212.40","5,390,996.58",6.519,"26,736,664.09",66.7403,50,88.229,114.9573,71.6129,32.3,"-1,042,209.49","661,930,395.46","-19,587,910.35",4.2991,4.32,4.2576,-0.0498,-0.42,1.1241,0.0449,-7.2686,-235.4185,0.0002,-0.31,37.2307,56.4666,-1.241,22.3199,-0.3444,161.5003,68.3112,98.4127,0.1528,4.38,0.5714,0.625,0.25,0.0195,0.0089,102.799,0.51,-0.0648,0.2007,11.1595,25.1391,0.1835,0.2703
2022/4/13,4.35,4.29,2.1078,"81,412,313.99","48,916,930.20","4,702,359.81",-0.861,"24,562,579.92",80.7101,58.3333,91.6463,112.0833,73.9414,32.55,"-1,093,243.78","666,329,641.55","-2,324,693.42",4.3688,4.402,4.3664,-0.006,-0.15,1.4801,0.077,-2.4076,19.943,0.0018,-0.0955,55.0525,66.0846,32.9882,38.0464,-0.1061,240.1655,71.6475,68.5185,0.1736,4.2875,0.5714,0.5556,0.1818,0.064,0.0101,109.4388,0.5258,0.0186,0.1964,27.0333,25.1617,0.1862,0.2827
2022/4/12,4.3,4.3,3.3734,"86,507,764.65","37,617,587.00","2,809,145.49",-10.8413,"20,566,621.61",70.336,66.6667,117.8702,105.8824,67.7524,32.92,"187,404.63","666,514,040.90","36,254,278.04",4.3961,4.436,4.4047,0.0128,-0.07,1.3184,0.0801,-2.3837,-98.4356,0.0021,-0.1055,66.838,71.6007,57.3126,38.9615,-0.4857,148.017,78.3122,59.0909,-0.0084,4.48,0.5714,0.625,0.1667,0.0798,0.0108,107.5,0.5407,-0.0293,0.1793,2.3603,25.2321,0.2002,0.2807
2022/4/11,4.5,4.5,1.0986,"26,885,108.00","25,861,062.40","-1,252,679.23",-20.9121,"9,593,993.98",80.9886,75,131.8828,108.7719,74.5583,33.12,"585,316.31","670,391,330.01","20,524,741.18",4.417,4.464,4.457,0.0389,0.18,1.2595,0.0703,1.983,90.9091,0.0019,0.0855,78.8284,73.982,88.5211,65.0287,0.1591,-3.6695,47.5545,11.1111,0.1102,4.48,0.5714,0.6667,0.1818,0.0953,0.0102,110.5651,0.5541,-0.0022,0.17,-9.6492,25.29,0.2042,0.2985
2022/4/8,4.43,4.5,1.0986,"26,885,108.00","25,861,062.40","-1,252,679.23",-20.9121,"9,593,993.98",80.9886,75,131.8828,108.7719,74.5583,33.12,"585,316.31","670,391,330.01","20,524,741.18",4.417,4.464,4.457,0.0389,0.18,1.2595,0.0703,1.983,90.9091,0.0019,0.0855,78.8284,73.982,88.5211,65.0287,0.1591,-3.6695,47.5545,11.1111,0.1102,4.435,0.5714,0.6667,0.1818,0.0953,0.0102,110.5651,0.5541,-0.0022,0.17,-9.6492,25.29,0.2042,0.2985
2022/4/7,4.43,4.47,1.2384,"30,742,991.05","24,679,992.00","-1,493,361.27",-21.6899,"9,778,105.15",75.9901,66.6667,134.054,105.1948,73.8516,33,"908,383.27","670,209,365.66","37,028,975.34",4.4025,4.438,4.4355,0.0361,0.26,0.5769,0.0418,1.8417,57.3276,0.001,0.0655,73.5057,71.5588,77.3995,61.8371,0.1136,3.6716,51.838,13.8462,0.1985,4.45,0.4286,0.6,0.2,0.0785,0.0084,110.0985,0.5659,0.0157,0.1736,-17.68,25.538,0.2121,0.2787
2022/4/6,4.43,4.45,0.6115,"19,631,197.75","25,287,287.20","-2,171,995.09",-23.103,"9,943,785.72",86.8526,66.6667,136.0338,112.2172,80.3704,32.84,0,"670,068,616.94","16,093,668.28",4.3855,4.408,4.4182,0.034,0.02,0.0015,0.0138,1.8112,75.8778,0.0004,0.0682,71.5086,70.5854,73.355,59.7988,0.7143,-53.1761,39.1306,13.253,0.1603,4.4425,0.5714,0.5,0.2,0.0656,0.0053,109.6059,0.5759,0.0135,0.1779,-23.0453,25.7524,0.2186,0.2614
2022/4/1,4.41,4.46,0.6845,"22,646,540.58","32,090,729.00","-1,879,547.71",-19.4512,"9,338,054.08",89.4947,75,155.9605,117.8899,89.0152,32.89,"907,473.90","670,112,618.41","22,401,156.45",4.3725,4.36,4.4023,0.0316,-0.05,-0.879,-0.0143,2.7847,75.22,0.0001,0.0964,71.0129,70.1237,72.7911,61.1599,1.0571,-54.1737,41.6115,12.0482,0.0484,4.43,0.4286,0.5455,0.2222,0.037,0.0016,110.9453,0.584,0.0538,0.1914,-22.2394,26.0829,0.2235,0.2606
2022/3/31,4.36,4.44,0.8524,"28,398,865.09","33,299,982.80","-1,583,392.74",-16.1544,"8,946,283.49",85.8209,75,128.5042,111.9149,85.7651,32.81,"291,118.16","670,009,938.22","15,775,743.16",4.3536,4.354,4.3734,0.0229,0.04,-1.8824,-0.0424,3.3961,80.2458,-0.0006,0.1118,69.0193,69.6792,67.6995,59.6284,1.3714,-40.7979,45.9463,14.4578,0.0484,4.36,0.4286,0.5,0.25,-0.0087,-0.0029,104.9645,0.5903,0.0428,0.2007,-10.9324,26.4293,0.2229,0.2589
2022/3/30,4.31,4.37,0.6274,"21,141,545.54","33,382,394.60","-1,566,558.88",-9.956,"9,480,257.23",82.1429,66.6667,126.8137,105.4167,82.6855,32.71,"387,209.00","669,554,115.17","50,794,030.16",4.3236,4.368,4.3402,0.0109,-0.02,-3.095,-0.066,2.8235,57.312,-0.0018,0.0891,68.529,70.0091,65.5686,54.3821,1.6286,-32.498,39.1865,22.8916,0.0709,4.295,0.5714,0.5,0.25,-0.0577,-0.0075,103.066,0.5946,0.0686,0.2029,-7.9884,26.7603,0.2274,0.2589
2022/3/29,4.18,4.32,1.0114,"34,098,750.23","33,802,877.00","-688,018.64",-7.9779,"9,963,542.04",81.6078,58.3333,128.1037,107.9498,82.807,32.63,"527,048.31","669,308,659.89","4,365,038.10",4.3246,4.374,4.3252,0.0051,0.1,-3.803,-0.083,2.1478,26.4356,-0.0024,0.0809,70.386,70.7492,69.6596,50.5576,0.3621,-7.9774,48.3179,28.9157,-0.0339,4.2875,0.4286,0.4615,0.375,-0.0856,-0.0116,103.5971,0.597,0.0926,0.2064,3.4352,26.887,0.231,0.2492
2022/3/28,4.42,4.21,1.8582,"55,168,109.74","33,967,184.80","-590,398.47",-6.7478,"10,715,778.02",90.3771,58.3333,127.0535,103.3333,80.9187,32.47,"-1,156,070.97","668,411,073.87","-17,496,003.27",4.3395,4.388,4.3279,0.0055,-0.04,-3.9916,-0.0973,-0.4728,40.6906,-0.0022,-0.0109,74.0406,70.9308,80.2601,41.5782,0.2344,63.9841,67.5711,42.1687,-0.1618,4.44,0.5714,0.4167,0.3333,-0.0925,-0.0146,100.2381,0.5977,0.0713,0.2064,13.5727,26.9893,0.2326,0.2581
2022/3/25,4.48,4.43,0.9897,"28,959,692.78","28,867,910.60","-2,374,843.15",-10.559,"8,999,871.94",104.5262,66.6667,154.5912,117.1171,91.6667,32.78,"-331,838.62","671,075,003.76","32,314,659.10",4.3628,4.39,4.3868,0.0282,0.36,-4.0526,-0.1131,4.5428,92.3937,-0.0017,0.1982,82.1452,69.3759,107.6837,59.6266,0.4364,-43.1258,43.4108,22.2222,0.0726,4.4825,0.7143,0.4167,0.2222,-0.0927,-0.0171,105.4762,0.5969,0.07,0.2007,-4.7511,27.042,0.2299,0.2667
2022/3/24,4.37,4.51,0.9092,"28,495,680.04","29,141,157.40","-2,525,837.97",-3.8891,"8,797,744.98",109.2511,66.6667,165.2765,119.9074,95.6863,32.87,"609,881.53","671,586,600.57","58,597,639.75",4.3411,4.354,4.3652,0.0172,0.59,-4.3954,-0.1455,6.8931,93.6664,-0.0017,0.29,81.0491,62.9913,117.1647,68.6578,0.4107,-36.7395,43.4403,17.0213,0.1016,4.38,0.5714,0.4545,0.2,-0.1212,-0.0193,105.1282,0.5948,0.0399,0.2014,0.2629,27.1288,0.2306,0.2703
2022/3/23,4.38,4.4,0.6294,"23,141,373.41","31,749,794.60","-2,594,662.52",0.5766,"8,560,619.25",107.9646,58.3333,163.6003,117.5926,96.8127,32.71,"929,145.95","670,864,889.54","66,254,025.54",4.2904,4.266,4.2928,-0.018,0.49,-4.378,-0.1722,4.451,42.4242,-0.0022,0.2073,74.5857,53.9624,115.8324,62.076,0.0667,-40.3673,36.0154,34.9515,0.2207,4.365,0.7143,0.4167,0.2,-0.1395,-0.0209,107.5795,0.5916,0.0227,0.2064,-4.5096,27.0741,0.2303,0.2768
2022/3/22,4.32,4.39,0.8879,"34,795,890.89","37,036,275.80","-1,967,074.23",4.546,"8,502,948.55",105.0798,58.3333,150.4866,116.055,96.4286,32.62,"724,438.42","670,811,792.17","61,592,075.94",4.262,4.17,4.2392,-0.0501,0.27,-3.6531,-0.1765,3.6804,23.6826,-0.0024,0.1945,63.3279,43.6507,102.6821,61.4629,-0.2892,-36.1082,46.987,35.9223,0.1871,4.23,0.7143,0.4167,0.2,-0.1285,-0.0207,105.7831,0.5876,0.041,0.2129,5.3855,27.1128,0.2338,0.274
2022/3/21,4.21,4.22,0.6989,"28,227,649.05","39,614,656.40","-2,064,349.35",10.0494,"8,684,109.38",97.5921,50,146.0254,118.3099,90.9449,32.45,"-330,166.86","669,394,805.75","61,771,101.00",4.2284,4.074,4.1638,-0.0949,-0.11,-3.001,-0.1599,-0.8226,-23.8498,-0.0029,0,47.1657,33.8122,73.8728,50.0155,-0.4783,-37.3332,37.6026,52.4272,0.1871,4.1975,0.7143,0.4615,0.2222,-0.1175,-0.019,101.6867,0.5829,-0.0474,0.2107,11.6859,27.0902,0.2359,0.2817
2022/3/18,4.03,4.25,0.7245,"29,475,663.76","40,269,028.80","-1,393,378.67",14.0192,"7,717,729.36",93.2773,58.3333,150.2487,113.9535,89.7233,32.54,"973,054.79","669,593,479.80","53,627,217.95",4.2179,4.054,4.1357,-0.1239,-0.05,-1.9951,-0.1131,-1.0669,-45.2849,-0.0033,-0.0082,34.1814,27.1354,48.2734,52.3001,-0.6733,-23.7162,39.3035,49.5146,0.0496,4.0425,0.7143,0.4615,0.2,-0.0836,-0.0167,107.3232,0.5778,-0.088,0.2107,14.9832,27.0462,0.2368,0.2827
2022/3/17,3.93,4.07,1.0516,"41,580,560.69","41,693,748.40","-485,973.13",16.2243,"7,966,262.23",86.7688,50,148.3489,106.9444,86.8,32.31,"605,197.90","668,257,521.39","35,973,270.93",4.1979,4.07,4.0786,-0.1663,-0.14,-1.3676,-0.0454,-5.8234,-92.5276,-0.0043,-0.23,22.3832,23.6124,19.9249,38.1808,-0.8318,17.0276,50.0012,66.9903,-0.113,3.885,0.7143,0.4615,0.2,-0.063,-0.0134,103.2995,0.5723,-0.1228,0.2021,24.7007,27.0089,0.2373,0.2899
