日期,开盘价(元),收盘价(元),量比,TAPI加权指数成交值,VMA量简单移动平均,VMACD量指数平滑异同平均,VOSC成交量震荡,VSTD成交量标准差,CR能量指标,PSY心理指标,VR成交量比率,AR,BR,WAD威廉聚散指标,MOBV能量潮,PVT量价趋势指标,WVAD威廉变异离散量,BBI多空指数,MA简单移动平均,EXPMA指数平均数,MACD指数平滑异同平均,MTM动力指标,PRICEOSC价格振荡指标,TRIX三重指数平滑平均,BIAS乖离率,CCI顺势指标,DBCD异同离差乖离率,DPO区间震荡线,K,D,J,RSI相对强弱指标,SRDM动向速度比率,VROC量变动速率,VRSI量相对强弱,WR威廉指标,ADTM动态买卖气指标,CDP逆势操作,DPTB-上证指数,JDQS阶段强势指标--上证180,JDRS阶段弱势指标--上证指数,MI动量指标,MICD异同离差动力指数,RC变化率指数,RCCD异同离差变化率指数,SRMI（MI修正指标）,ATR真实波幅,CVLT佳庆离散指标,MASS梅斯线,STD标准差,VHF纵横指标
2023/7/12,31.64,31.24,0.7378,"5,097,876.38","6,388,039.60","-452,694.79",-25.0164,"2,456,424.28",48.8,41.6667,38.9072,73.2919,64.3462,77.94,"-310,813.30","224,700,850.76","-26,882,151.09",31.5746,31.288,31.3548,0.0493,-0.36,-2.4972,-0.3286,-0.87,-30.5432,-0.0012,-0.2818,33.394,35.8354,28.5113,40.0158,0.0698,-63.0698,37.4693,62.1212,-0.3311,31.4525,0.8571,0.2727,0.5556,-1.1094,0.0042,92.838,0.0744,-0.0286,0.6207,-20.9607,22.4238,1.0921,0.3786
2023/7/11,31.3,31.55,0.6637,"4,745,360.13","6,867,828.60","-460,182.49",-17.5629,"2,294,245.83",44.4796,41.6667,37.4045,77.2487,66.6349,78.35,"362,166.65","224,750,640.88","-36,910,712.54",31.6169,31.28,31.4122,0.033,-0.09,-3.0122,-0.3392,0.2277,-25.5608,-0.0014,0.0109,37.3637,37.0561,37.9791,48.6332,0.2248,-56.7916,35.6889,47.2637,-0.4622,31.3675,0.7143,0.3,0.6,-1.2493,-0.0072,93.8709,0.0892,-0.0085,0.62,-17.2282,22.6024,1.1509,0.4918
2023/7/10,31.6,31.3,0.5501,"4,540,336.45","7,186,299.80","-385,811.23",-15.4493,"2,021,158.73",37.0054,33.3333,32.1164,70.793,57.0093,77.93,"-304,594.75","224,712,544.38","-38,309,965.88",31.6027,31.29,31.3433,-0.0404,-0.58,-3.415,-0.3492,-0.5376,-41.2741,-0.0017,-0.1718,33.9244,36.9022,27.9687,39.9413,0.7436,-52.1032,34.4258,66.39,-0.5535,31.32,0.5714,0.3,0.7,-1.3729,-0.0193,92.7682,0.1036,-0.0041,0.6414,-11.2635,22.8363,1.2118,0.493
2023/7/7,30.91,31.39,0.7902,"7,127,852.05","8,231,815.40","-194,433.96",-14.65,"2,240,445.63",35.7214,33.3333,30.5479,73.8095,56.9547,78.25,"172,060.18","224,725,526.93","-37,705,522.76",31.6679,31.358,31.3649,-0.0848,-0.77,-3.7657,-0.3535,-0.4545,-65.3421,-0.0018,-0.0945,36.3411,38.3911,32.2411,42.0773,-0.213,-36.8539,41.8776,62.6556,-0.6367,31.0625,0.4286,0.3333,0.7273,-1.4277,-0.0289,92.5413,0.1175,0.0185,0.6721,-5.0436,23.1023,1.3508,0.5175
2023/7/6,31.21,30.96,1.182,"10,462,052.65","9,054,640.60","-125,896.10",-13.532,"2,196,858.85",32.5416,25,25.4235,61.4583,48.0183,77.77,"-247,868.71","224,626,147.95","-53,359,038.03",31.7689,31.456,31.3524,-0.1483,-0.86,-4.1035,-0.3546,-2.0408,-98.3908,-0.002,-0.5864,37.2389,39.4161,32.8845,26.4077,-0.4167,-3.6598,53.9755,83.5664,-0.6515,31.305,0.5714,0.3333,0.6667,-1.4793,-0.0362,90.3414,0.1307,-0.0153,0.6693,-6.482,23.3071,1.4753,0.4146
2023/7/5,31.6,31.2,0.8302,"7,491,939.52","8,815,211.80","-324,671.67",-22.25,"2,173,782.56",52.5597,25,42.024,71.4159,54.8313,78.32,"-274,435.14","224,706,300.68","-52,535,398.00",31.9428,31.696,31.5486,-0.1316,-0.23,-4.4093,-0.3509,-1.6548,-77.6889,-0.0019,-0.4636,43.9897,40.5047,50.9597,30.2087,-0.4429,-42.3107,41.1598,77.1704,-0.6858,31.6525,0.5714,0.3333,0.6667,-1.4829,-0.0453,90.3824,0.1431,-0.0271,0.67,-14.4488,23.4918,1.6002,0.419
2023/7/4,31.57,31.6,0.6894,"6,370,375.73","8,993,361.20","-300,648.22",-27.5847,"2,131,257.18",81.4297,25,60.7296,104.6339,81.6019,78.85,"-195,502.31","224,800,810.74","-56,872,748.09",32.0984,31.82,31.7229,-0.1253,0.79,-4.4778,-0.3492,-0.8731,-49.7073,-0.0018,-0.1727,48.0553,38.7623,66.6414,37.7567,-0.3,-40.2479,35.5701,64.3087,-0.7254,31.6575,0.5714,0.4444,0.6154,-1.4505,-0.054,90.9353,0.1548,-0.0202,0.6664,-14.3982,23.627,1.6411,0.3992
2023/7/3,31.88,31.64,0.9734,"9,730,046.24","9,228,963.40","-112,641.57",-23.5188,"1,765,799.72",75.1117,33.3333,60.5164,100.4513,78.9433,79.18,"-51,526.11","224,808,853.77","-36,041,956.33",32.2004,31.786,31.7844,-0.1691,0.2,-4.151,-0.3487,-1.179,-58.2461,-0.0019,-0.2636,44.471,34.1157,65.1816,38.5596,-0.4628,-15.5044,47.0059,63.0225,-0.5934,32.0125,0.5714,0.4444,0.6923,-1.4305,-0.0619,92.1106,0.1657,-0.0235,0.6707,-14.54,23.7113,1.6098,0.39
2023/6/30,32.15,31.88,1.1297,"11,348,441.19","10,022,129.40","-137,784.51",-22.2784,"1,944,994.81",68.525,33.3333,60.1293,98.1481,74.7774,79.5,"-342,906.15","224,882,296.20","4,115,707.99",32.2843,31.62,31.8566,-0.2163,-0.19,-3.8626,-0.345,-0.8321,-28.9875,-0.002,-0.1718,42.8476,28.9381,70.6666,43.1472,-0.4134,14.7899,53.3863,61.0644,-0.0861,32.0775,0.7143,0.4444,0.6923,-1.4187,-0.0712,93.2709,0.1758,-0.0351,0.6914,-15.188,23.4874,1.5772,0.39
2023/6/29,31.83,32.16,0.9202,"9,212,959.42","9,976,004.40","-309,911.43",-22.9054,"1,930,003.43",66.6585,33.3333,60.7405,100.2646,74.359,80.09,"235,850.56","224,980,412.98","8,184,782.84",32.2961,31.532,31.8449,-0.3065,-0.09,-3.6683,-0.3378,-0.3743,-37.6072,-0.0025,-0.0118,35.4332,21.9833,62.333,48.7907,-0.4417,-17.1782,44.9706,55.4667,-0.1335,31.64,0.8571,0.4,0.6667,-1.4022,-0.0792,93.6517,0.1853,-0.0334,0.7014,-16.7312,23.2539,1.5488,0.3882
2023/6/28,31.45,31.82,0.7871,"8,289,490.54","10,022,206.40","-340,124.82",-20.9685,"1,897,773.28",66.2231,25,60.6009,101.94,75.6223,79.63,"409,378.33","224,881,867.36","-7,012,077.86",32.2238,31.514,31.6874,-0.4664,-0.58,-3.5286,-0.3231,-1.7952,-82.2084,-0.003,-0.4718,23.954,15.2584,41.3453,40.979,-0.6788,6.5261,41.2309,64.5333,-0.2444,31.315,0.8571,0.3,0.6923,-1.3979,-0.083,93.4234,0.1943,-0.0416,0.7157,-19.2819,23.026,1.5324,0.3892
2023/6/27,30.87,31.43,0.6689,"7,506,299.62","10,617,063.40","-262,772.37",-21.1366,"1,744,044.00",65.1781,16.6667,60.1826,108.079,78.0631,78.9,"254,158.62","224,778,168.78","-13,347,317.26",32.2776,31.6,31.6211,-0.5993,-1.61,-3.2748,-0.2948,-3.4779,-120.2938,-0.0036,-1.0245,14.5484,10.9106,21.824,30.9038,-0.8,-31.2357,37.9125,77.5656,-0.3901,30.8075,0.7143,0.3636,0.6923,-1.3495,-0.0803,92.7139,0.2031,-0.0612,0.7536,-27.5769,22.786,1.4933,0.3965
2023/6/26,30.88,30.81,1.2343,"13,698,976.76","11,272,191.60","-26,465.91",-17.2231,"1,289,005.50",61.4846,16.6667,55.1609,102.1034,71.8149,78.28,"6,653.34","224,626,437.82","-16,155,359.89",32.4819,31.794,31.7166,-0.6693,-2.46,-2.8474,-0.2548,-6.0122,-186.7309,-0.004,-1.8555,6.7101,9.0917,1.9469,10.7112,-0.936,-6.7541,58.8719,92.7438,-0.3146,31.6075,0.5714,0.3636,0.6923,-1.234,-0.071,91.7237,0.2114,-0.0833,0.7429,-30.7412,22.6001,1.4245,0.4046
2023/6/21,32.08,31.44,1.0001,"11,135,206.08","11,116,354.00","-269,836.71",-13.8431,"1,371,401.55",70.2763,16.6667,62.1856,100.9607,75.295,78.91,"-420,532.38","224,901,390.20","-10,963,644.45",32.7941,32.24,32.1699,-0.5885,-1.76,-2.5096,-0.208,-4.7465,-159.0137,-0.0035,-1.52,4.9204,10.2825,-5.8037,14.2335,-0.8877,-0.3403,48.5939,100,-0.1911,32.17,0.4286,0.4,0.7143,-1.0999,-0.0627,93.683,0.2191,-0.0684,0.7093,-32.5792,22.5731,1.2957,0.3694
2023/6/20,32.25,32.07,0.8252,"9,502,829.72","11,038,073.40","-355,733.06",-12.9536,"1,369,319.55",80.4185,25,70.3112,111.2523,82.6748,79.58,"-366,640.23","225,118,241.95","-2,106,443.69",33.0398,32.606,32.5349,-0.5308,-1.41,-1.9323,-0.1673,-3.6479,-131.3705,-0.0027,-1.0791,7.3806,12.9635,-3.7852,19.606,-0.8839,-22.9382,41.381,99.2042,-0.1353,32.3875,0.2857,0.4,0.7143,-0.8971,-0.0563,94.8536,0.2264,-0.0581,0.765,-35.4899,22.6005,1.2002,0.3384
2023/6/19,32.28,32.25,1.0159,"11,384,745.80","11,456,467.40","-295,936.75",-10.8427,"1,801,339.98",76.1812,25,70.0505,102.9611,77.1654,80.01,"-309,893.20","225,171,006.90","3,176,405.33",33.2496,32.832,32.7674,-0.5171,-1.36,-1.4824,-0.1305,-3.693,-122.9086,-0.0016,-1.1445,10.3891,15.755,-0.3427,21.5421,-0.8984,-28.4902,48.034,97.7221,-0.0608,32.45,0.1429,0.4,0.7143,-0.7578,-0.0456,95.4142,0.2332,-0.0379,0.8007,-28.9252,22.7738,1.1428,0.318
2023/6/16,32.53,32.4,0.9642,"10,830,203.06","11,153,687.60","-362,552.30",-6.164,"1,800,702.20",74.7389,25,71.2877,99.6669,76.2108,80.66,"-162,967.22","225,223,466.75","6,733,822.24",33.4568,33.078,33.026,-0.4848,-1.35,-1.0739,-0.0941,-3.8076,-123.5429,-0.0006,-1.1991,13.1913,18.4379,2.6981,23.1281,-0.9459,-27.4781,46.0489,96.4444,0.0045,33.035,0,0.4444,0.6667,-0.613,-0.0337,98.0333,0.2394,-0.0682,0.8207,-35.1266,23.0459,1.0875,0.2978
2023/6/15,33.2,33.04,1.2691,"12,919,059.50","11,217,669.60","-382,681.23",-3.0526,"1,829,016.34",75.2433,25,71.3875,94.8535,77.1893,81.3,"13,274.89","225,432,971.66","6,745,416.98",33.6643,33.32,33.3391,-0.4215,-1.01,-0.3783,-0.0595,-2.7496,-91.3868,-0.0007,-0.7591,16.5082,21.0612,7.4023,31.3291,-0.9516,-12.08,53.008,92.4658,0.0166,33.26,0.1429,0.5,0.6429,-0.3506,-0.0192,99.8791,0.2448,-0.0423,0.8679,-38.8407,23.4021,1.0352,0.2815
2023/6/14,32.99,33.27,1.0376,"10,664,390.08","10,198,233.20","-597,300.74",-1.0257,"2,291,448.62",70.433,25,72.3219,93.9184,76.7906,81.61,"24,348.03","225,522,443.15","9,113,965.36",33.8151,33.462,33.4886,-0.4154,-0.25,0.2144,-0.0293,-2.8022,-90.4863,-0.0009,-0.7891,17.2281,23.3377,5.009,35.0512,-0.9613,-68.091,45.6172,84.7007,-0.1472,33.2025,0.2857,0.4545,0.6429,-0.1042,-0.0009,105.8206,0.2492,-0.0384,1.0614,-35.3571,23.862,1.0137,0.2509
2023/6/13,33.41,33.2,1.0597,"11,517,314.31","10,261,770.00","-655,482.23",11.2122,"2,486,132.96",73.1806,25,61.3257,94.697,76.4151,81.24,"-7,203.83","225,499,993.84","358,346.53",33.9327,33.618,33.5979,-0.4192,-1.57,0.853,0.0013,-3.8169,-86.8463,-0.0009,-1.1164,16.5922,26.3925,-3.0084,33.0333,-0.9847,-67.9732,48.0841,81.7227,-0.1725,33.41,0.4286,0.4545,0.6,0.2008,0.0169,105.7325,0.2526,-0.0752,1.0529,-36.7342,24.4472,1.0106,0.2375
2023/6/12,33.55,33.48,0.8807,"9,781,119.00","10,895,695.60","-786,502.36",19.156,"2,619,015.05",92.8822,33.3333,78.5681,116.2205,98.8087,81.54,"248,605.23","225,596,552.78","-103,737.29",34.1135,33.682,33.7968,-0.379,-1.02,1.2387,0.0332,-3.6408,-72.0676,-0.0006,-1.1573,19.8882,31.2926,-2.9205,36.8496,-0.9853,38.2744,43.1556,75.8403,-0.2139,33.62,0.4286,0.5,0.5714,0.4673,0.0312,106.7602,0.2549,-0.0726,1.0893,-35.7102,25.0499,1.0219,0.2265
2023/6/9,33.75,33.61,0.979,"11,142,768.73","11,147,506.40","-757,726.39",17.0538,"7,012,213.20",95.7815,33.3333,76.9823,108.9299,95.1203,81.67,"-19,868.01","225,634,525.57","-1,801,301.37",34.2025,33.94,33.9553,-0.3446,-0.99,1.0319,0.0627,-3.076,-62.1291,-0.0005,-1.25,24.3091,36.9948,-1.0623,38.5738,-0.2693,0.238,45.9268,73.1092,-0.2506,33.7975,0.4286,0.5,0.5714,0.4352,0.0355,109.3364,0.2562,-0.0849,1.1164,-27.9337,25.712,1.0186,0.2087
2023/6/8,34,33.75,0.6047,"7,840,065.27","11,373,929.00","-789,452.17",14.1989,"9,570,313.56",106.4735,33.3333,94.2601,123.9544,102.47,82.12,"-103,003.01","225,680,717.70","16,949,379.33",34.2389,34.118,34.1279,-0.2932,-2.15,0.7191,0.0902,-2.4707,-54.1816,-0.0004,-1.0236,30.6727,43.3376,5.3428,40.2645,0.5274,-14.1714,37.59,70.1681,-0.0448,33.9125,0.5714,0.4615,0.5385,0.3966,0.0284,108.8008,0.2564,-0.0607,1.1107,12.3504,26.2694,1.0093,0.1953
2023/6/7,33.83,34.05,0.7967,"10,921,306.70","12,974,082.60","-448,557.14",10.0093,"9,653,576.95",87.9759,33.3333,85.015,115.6049,89.1765,82.61,"298,712.80","225,749,837.19","8,194,555.61",34.4139,34.288,34.3168,-0.2224,-2.05,0.7741,0.1144,-1.6275,-50.9108,-0.0002,-0.6327,41.0225,49.6701,23.7273,43.6836,0.2942,22.785,42.8045,63.8655,-0.0747,33.805,0.5714,0.4286,0.5,0.4417,0.0215,107.4811,0.2556,0.0408,1.1271,9.0046,26.7835,1.0175,0.1978
2023/6/6,34.67,33.52,1.0691,"14,912,739.77","13,763,808.60","-197,254.31",7.7605,"9,643,501.00",99.2682,33.3333,87.6211,125.7498,95.433,81.94,"-413,456.45","225,576,463.51","22,613,016.33",34.5463,34.658,34.4502,-0.1599,-3.21,0.6995,0.1333,-3.203,-47.5298,-0.0001,-1.1445,45.2366,53.9939,27.7221,35.6373,0.1628,96.705,49.7121,75,0.1634,34.68,0.5714,0.3571,0.5455,0.4992,0.0171,106.5141,0.2541,0.023,1.1164,11.7206,26.9584,1.0269,0.2017
2023/6/5,34.7,34.77,0.6078,"11,022,190.08","13,764,839.60","-175,711.35",5.9095,"9,953,897.44",110.7135,41.6667,98.5653,136.5474,104.2848,83.19,"249,349.48","226,105,487.02","29,199,167.17",34.7795,35.174,34.9154,0.0519,-1.16,0.7997,0.1474,0.2908,10.9507,0.0001,0.04,55.355,58.3725,49.3198,49.5521,0.3253,105.1429,42.1656,48.7395,0.2759,34.555,0.5714,0.3571,0.5455,0.5882,0.0111,109.3396,0.2521,0.0265,1.0671,7.3753,27.0212,1.0229,0.213
2023/6/2,34.62,34.5,0.5339,"12,298,318.26","18,223,133.40","229,084.42",2.824,"10,107,202.54",102.4967,33.3333,87.359,129.145,98.1884,82.7,"-196,316.81","226,018,801.51","41,516,858.48",34.9024,35.566,34.988,0.1216,1.84,0.6609,0.1436,-0.2193,9.4566,-0.0001,-0.16,57.4022,59.8813,52.4439,45.7385,0.4699,86.9938,43.9654,54.4118,0.267,34.865,0.4286,0.3077,0.5455,0.5398,0.0058,109.4891,0.2497,0.0075,1.09,12.2713,26.9761,1.031,0.2121
2023/6/1,35.51,34.6,0.7464,"15,992,557.63","22,979,599.00","719,059.30",0.1152,"10,429,936.06",104.6858,41.6667,88.251,128.6134,98.9202,83.05,"-334,799.71","226,054,257.33","44,175,332.54",34.9387,35.852,35.2321,0.2681,1.85,0.6137,0.1334,0.2027,41.5423,0.0001,0.0173,63.3092,61.1209,67.6857,46.8312,0.8697,84.6382,49.225,52.3109,0.3892,35.98,0.5714,0.2857,0.5,0.5389,-0.0033,104.3426,0.247,0.0173,1.1393,27.3536,26.8668,1.0372,0.2104
2023/5/31,36.09,35.9,0.7286,"14,954,973.57","21,230,424.80","1,061,758.60",-2.4599,"10,942,708.93",115.5176,50,91.3266,134.6565,108.3599,84.35,"-143,712.98","226,628,061.79","52,232,103.59",35.013,35.464,35.5481,0.4501,2.05,0.507,0.1098,4.1586,126.629,0.0005,1.3764,71.1192,60.0268,93.3041,63.1829,1.8375,46.7686,47.8712,25,0.4569,36.1625,0.7143,0.2857,0.4,0.5188,-0.0129,107.1322,0.2439,0.0627,1.0886,15.882,26.6609,1.0384,0.2228
2023/5/30,36.73,36.1,0.7606,"14,760,117.89","20,469,516.80","1,602,664.50",-3.0779,"11,249,392.43",117.4592,50,95.5756,134.43,108.5202,84.99,"-105,007.35","226,710,686.16","51,803,875.12",34.858,34.834,35.3721,0.4302,1.86,0.1141,0.0692,5.3451,184.7979,0.0005,1.7636,69.1788,54.4806,98.5754,66.1439,1.7571,83.55,47.63,20.7983,0.4085,36.545,0.7143,0.3077,0.4545,0.3496,-0.0242,108.5714,0.2405,0.0596,1.1021,10.3733,26.4178,0.9853,0.2204
2023/5/29,35.8,36.73,2.3067,"33,243,066.87","19,353,497.80","2,343,187.28",-5.8095,"11,371,665.75",116.4521,50,98.836,142.4679,111.7841,85.63,"220,024.48","226,963,174.53","56,580,713.83",34.4241,34.384,35.0082,0.3155,2.73,-0.2596,0.0286,7.7758,282.2082,0.0005,2.6282,64.1674,47.1314,98.2394,75.4218,2.434,216.1821,75.8595,7.563,0.3043,35.0925,0.7143,0.3333,0.3636,0.1759,-0.0319,112.4617,0.2367,0.0787,1.1157,10.5111,26.1428,0.9112,0.226
2023/5/26,32.58,35.93,4.119,"35,091,470.53","14,465,967.00","1,427,756.85",-17.2124,"8,947,077.58",103.2836,41.6667,87.1821,136.269,111.9543,84.53,"430,765.55","226,220,219.88","33,289,093.26",33.8945,33.886,34.1473,-0.0271,2.28,-0.7282,-0.0037,6.1578,117.238,-0.0006,2.0909,50.0326,38.6134,72.8711,71.1377,0.4586,242.5759,81.6606,6.25,-0.1259,32.64,0.5714,0.2727,0.4545,-0.0635,-0.0335,108.6812,0.2323,0.0671,1.0979,7.4676,25.8632,0.7585,0.1883
2023/5/25,32.71,32.66,0.844,"7,086,256.49","8,752,140.20","-419,021.05",-34.1889,"1,704,287.55",78.6637,33.3333,71.9167,106.8059,90.1585,81.18,"58,918.70","222,610,800.48","-3,568,265.45",33.58,33.5,33.2559,-0.412,-1.29,-0.9239,-0.0077,-3.1435,-171.9551,-0.0012,-0.9964,25.049,32.9038,9.3393,28.958,-0.6231,-54.9973,41.2484,91.8317,-0.1815,32.9575,0.5714,0.25,0.5,-0.2066,-0.0293,100.5232,0.2272,-0.0349,1.0571,-35.3448,25.6747,0.6627,0.2031
2023/5/24,33.5,32.75,1.4808,"11,203,033.13","8,412,028.00","-371,341.50",-23.8499,"1,793,286.60",86.5034,33.3333,71.8821,107.0824,93.1288,81.43,"-427,870.54","222,630,311.82","-1,496,204.44",33.8364,33.698,33.5539,-0.3295,-1.09,-0.5111,0.0214,-3.4398,-152.6698,-0.0011,-1.0664,30.4614,36.8312,17.7217,29.9622,-0.6231,-56.461,55.3154,100,-0.1868,34.0125,0.5714,0.2308,0.4444,-0.0108,-0.0246,100.3063,0.2214,-0.0345,1.1107,-32.6829,25.7731,0.601,0.1958
2023/5/23,34.06,33.85,1.2368,"9,231,177.40","7,502,295.00","-662,506.65",-9.0189,"1,709,585.93",98.1854,41.6667,82.2755,116.2119,101.9691,82.53,"-313,301.07","222,991,318.44","9,505,728.55",34.0616,33.938,33.9558,-0.1938,0.33,0.0039,0.0442,-0.8857,-15.449,-0.0003,-0.1727,45.6921,40.0161,57.044,46.3262,-0.6007,-33.339,48.0679,70.9859,-0.0204,34.25,0.4286,0.2308,0.4444,0.2455,-0.0214,103.3588,0.2147,-0.0166,1.175,-32.8217,25.9288,0.5366,0.1545
2023/5/22,34,34.24,1.1694,"8,950,006.83","7,390,639.40","-862,614.60",-6.7867,"2,866,948.41",105.019,41.6667,95.8987,120.8026,108.7146,83.3,"-22,045.92","223,095,429.05","8,458,583.98",34.0292,33.936,34.0087,-0.1915,0.4,-0.0832,0.0558,0.3198,21.2618,-0.0003,0.06,40.396,37.1781,46.8319,55.2399,-0.2561,-60.8993,47.3079,55.1813,-0.1564,33.925,0.4286,0.2308,0.4444,0.2441,-0.0203,104.5177,0.2074,-0.0223,1.2986,-34.0129,26.2415,0.5335,0.1586
2023/5/19,33.5,34,0.9659,"7,479,191.50","7,636,853.40","-1,082,185.25",3.0834,"5,893,773.52",105.4165,41.6667,96.6383,120.5761,109.7507,82.93,"126,177.20","223,032,391.66","9,777,458.05",33.9965,33.792,33.893,-0.2584,0.08,0.0381,0.0675,-0.466,-32.6189,-0.0006,-0.1209,32.1941,35.5692,25.4439,50.3398,0.1349,-72.9105,42.4676,61.399,-0.1687,33.75,0.4286,0.2143,0.5,0.2972,-0.0239,101.4925,0.1993,-0.0444,1.3557,-20.1641,26.5341,0.5356,0.1585
2023/5/18,33.85,33.65,0.6153,"5,418,582.41","7,744,645.60","-1,191,396.38",13.7071,"5,826,134.83",102.5287,33.3333,99.3747,115.0529,106.282,82.27,"-267,658.98","222,954,581.32","8,201,449.05",33.9694,33.76,33.8395,-0.3025,-0.77,-0.0451,0.0853,-1.363,-45.4945,-0.0009,-0.5236,30.6792,37.2567,17.524,42.719,0.301,-66.708,35.3614,70.4663,-0.0589,33.81,0.5714,0.1538,0.4444,0.2761,-0.0243,104.1796,0.1906,0.0018,1.3357,-19.3999,26.784,0.546,0.1627
2023/5/17,33.81,33.95,0.6857,"6,503,270.66","8,775,445.40","-1,054,973.80",18.0378,"6,386,838.87",98.3191,41.6667,97.0538,113.7064,105.9985,82.79,"414,008.30","223,002,293.24","13,301,764.22",34.0241,33.814,33.9343,-0.285,-1.07,0.3254,0.1075,-0.8421,-43.2416,-0.001,-0.2073,34.3286,40.5455,21.8948,47.9781,0.5502,-13.1797,37.5154,62.6943,0.0125,33.8,0.7143,0.1667,0.3333,0.4357,-0.0267,104.3652,0.1813,-0.0182,1.3629,1.335,26.9731,0.5494,0.1572
2023/5/16,33.5,33.84,0.7797,"8,572,150.62","9,567,992.60","-872,551.96",17.0664,"7,344,633.12",104.8705,41.6667,100.517,117.825,110.2735,82.22,"72,874.60","222,980,967.76","13,341,201.01",34.0495,33.908,33.9265,-0.3041,-1.74,0.2683,0.129,-1.0912,-42.1535,-0.0011,-0.4245,35.5774,43.654,19.4243,45.9447,0.1546,-23.99,41.1525,65.544,0.0442,33.4625,0.7143,0.0909,0.4444,0.4481,-0.026,106.7508,0.1715,0.0109,1.38,22.4031,27.0995,0.5519,0.1897
2023/5/15,33.83,33.52,0.7218,"10,067,455.88","11,006,922.20","-723,449.66",17.0593,"6,951,566.70",103.5823,33.3333,103.6017,119.2939,113.633,81.67,"83,995.22","222,899,038.41","6,822,475.43",34.1209,34.144,33.9697,-0.2976,-0.07,0.2169,0.153,-1.9716,-92.8999,-0.0011,-0.7273,38.9999,47.6922,21.6153,40.2866,0.3325,-1.0084,43.9247,73.8342,0.0322,33.905,0.8571,0,0.4444,0.4679,-0.0292,106.1768,0.1615,-0.0458,1.38,47.6935,27.1424,0.5528,0.1726
2023/5/12,33.92,33.84,0.5271,"8,054,468.82","14,077,736.60","-598,112.18",16.3876,"7,241,329.15",126.5866,33.3333,101.8027,135.0534,126.3833,82.14,"-150,482.45","222,995,126.99","9,514,803.44",34.2065,34.556,34.1945,-0.2093,-0.74,0.3232,0.1773,-1.0888,-38.5911,-0.0007,-0.4155,45.417,52.0384,32.1742,44.1365,0.829,-13.2077,39.3044,65.544,0.1193,33.9975,1,0.0909,0.3333,0.5304,-0.0322,110.0846,0.1512,0.0056,1.3579,45.648,27.1075,0.5802,0.2879
2023/5/11,34.41,33.92,0.5971,"10,564,034.20","15,216,110.20","-144,962.37",12.742,"6,915,753.37",146.5753,33.3333,123.1108,152.516,140.8681,82.64,"-115,669.94","223,014,041.77","18,921,679.11",34.3369,34.506,34.3718,-0.129,0.45,0.428,0.1949,-0.8743,-30.446,-0.0004,-0.3264,50.8975,55.3491,41.9943,45.033,0.6017,62.6792,42.7795,63.4715,0.2293,34.565,0.8571,0.1818,0.3333,0.5859,-0.0338,110.3807,0.141,0.0091,1.3514,66.4453,26.9677,0.6122,0.2915
2023/5/10,34.95,34.42,0.4989,"10,567,080.48","17,673,280.00","315,119.61",11.7535,"6,942,294.19",156.4363,33.3333,136.8604,162.0019,146.741,83.37,"-204,499.21","223,167,345.05","24,007,685.89",34.4547,34.638,34.5977,-0.0203,-0.71,0.7914,0.2061,0.5012,40.1357,-0.0001,0.1736,58.082,57.5749,59.0963,50.3612,0.7554,20.3214,42.7292,50.5181,0.404,35.2925,0.8571,0.2727,0.3333,0.671,-0.0346,111.935,0.131,0.0198,1.33,72.4774,26.7123,0.801,0.2918
2023/5/9,35.26,35.02,0.7449,"15,950,361.91","21,091,742.20","1,008,285.89",11.3063,"7,068,157.74",184.2389,33.3333,154.4038,175.9958,158.1651,84.27,"-388,441.63","223,347,640.24","50,176,091.79",34.4032,34.448,34.6866,0.0387,1.37,1.1546,0.2083,2.2283,149.3128,0.0002,0.7873,62.3821,57.3213,72.5036,57.1195,1.1724,21.758,48.9693,34.9741,0.5756,35.3875,0.7143,0.3,0.4,0.7411,-0.0335,113.26,0.1214,0.0314,1.2843,84.2338,26.3174,0.941,0.3423
2023/5/8,34.02,35.58,1.4507,"25,391,506.75","21,180,055.20","1,478,524.06",10.972,"7,684,742.66",188.7653,41.6667,185.2479,177.6471,170.2335,85.42,"141,805.66","223,595,953.30","55,132,927.69",34.2666,34.47,34.5199,-0.0069,1.97,1.5008,0.2053,3.9313,181.5136,0.0001,1.3927,61.0602,54.791,73.5987,63.776,0.8582,173.9415,63.2349,20.4663,0.6009,33.8175,0.7143,0.3333,0.3636,0.7839,-0.0291,114.2949,0.1124,0.0368,1.2507,95.539,25.9378,1.0302,0.3399
2023/5/5,34.68,33.59,0.8017,"13,813,603.13","17,588,248.80","1,100,756.00",6.5615,"6,947,390.48",147.3056,41.6667,151.4276,148.407,139.102,83.43,"-294,369.25","222,084,321.16","39,690,489.41",33.9395,34.084,33.9898,-0.2073,-0.15,1.7504,0.2064,-1.587,-44.8996,-0.0003,-0.5218,51.8235,51.6563,52.1577,44.6875,0.0598,90.8538,47.907,60.2941,0.6009,34.24,0.7143,0.3333,0.3636,0.7434,-0.0193,108.7407,0.104,-0.0269,1.1143,63.7836,25.5347,1.1146,0.3523
