QRR,TAPI,VMA,VMACD,VOSC,VSTD,CR,PSY,VR,AR,BR,WAD,PVT,WVAD,MOBV,BBI,MA,EXPMA,MACD,MTM,PRICEOSC,TRIX,BIAS,CCI,DBCD,DPO,K,D,J,RSI,SRDM,VROC,VRSI,WR,ADTM,CDP,DPTB,JDQS,JDRS,MI,MICD,RC,RCCD,SRMI,ATR,CVLT,MASS,STD,VHF,target
-0.657904935,-0.819980196,-0.598169089,-0.003097065,0.371907198,-0.118681895,-1.460470319,-3.416863212,-1.5702357,-1.068107986,-1.405130979,-0.031934257,1.110876065,-1.328565299,-0.694871398,0.264124133,0.174657471,0.171035248,-1.232019006,-1.492560327,-0.613856095,-1.121346066,-1.591744451,-1.274948688,-0.718584945,-1.728476323,-1.903779194,-2.02987275,-1.392734867,-2.25537554,-0.669549961,-0.344997041,-0.384376341,1.584073334,-1.318921471,0.130552347,-0.454712152,-0.424388888,0.928714145,-1.501648083,0.011080044,-1.232751135,-0.946495581,-1.603883597,-0.047824135,-1.129280308,-0.739570647,0.437535497,1.641484529,-1
-0.065219611,-0.246000334,-0.561880409,0.349257127,0.395745872,-0.125800484,-1.428521245,-3.416863212,-1.572923148,-1.197839033,-1.481058815,-0.010880857,1.113498409,-1.326565989,-1.027617655,0.298805468,0.218390114,0.212534752,-1.121731032,-1.762020086,-0.523441006,-1.017767278,-1.62976374,-1.359472234,-0.58853289,-1.817261736,-1.86405434,-1.958925544,-1.396215212,-2.194229894,-0.669829007,-0.549013656,0.359794061,1.52577518,-1.223187347,0.193759962,-0.454712152,-0.424388888,0.928714145,-1.31133839,0.286063325,-1.226137597,-0.926214145,-1.625429744,-0.001531712,-0.854392849,-0.548121575,0.447252822,1.528681767,-1
-0.331015857,-0.514590773,-0.329387777,0.307810025,0.693598756,-0.066314077,-1.320704991,-2.827120812,-1.451528605,-0.887220978,-1.289473588,0.040307801,1.122487776,-1.356918609,-1.437097985,0.3404975,0.262122756,0.259535632,-0.931101699,-1.425195387,-0.446839762,-0.92253284,-1.424506959,-1.370085191,-0.458480835,-1.590365681,-1.861625293,-1.875130328,-1.486858329,-2.022423658,-0.669759246,0.364496238,0.040138132,1.563864651,-1.192573183,0.210158164,0.306995698,-0.424388888,0.928714145,-1.093581463,0.47284442,-1.153530697,-0.905784668,-1.608671629,-0.06317039,-1.263707915,-0.401046763,0.558895658,1.012064076,-1
1.032754346,0.156561964,-0.432034735,0.467754423,0.601873356,-0.066687208,-1.216097367,-2.237371335,-1.329600702,-0.812729229,-1.248525417,0.06590213,1.123721916,-1.474823587,-1.002352951,0.372969986,0.307408744,0.295952343,-0.801552906,-1.37201254,-0.440557935,-0.842535912,-1.499378054,-1.663322017,-0.393454808,-1.815042101,-1.808873488,-1.750816364,-1.525730599,-1.98913486,-0.619984315,1.264224399,0.884244002,1.488152632,-1.564353669,0.2920001,1.068170513,-0.56080796,0.928714145,-0.987700878,0.582837732,-1.143716906,-0.885059112,-1.649369908,0.016477942,-1.043938078,-0.277656373,0.594431275,0.958032501,-1
-0.875336022,-1.010251592,-0.634367094,0.004938957,0.35916628,0.070104347,-1.020107156,-1.647628936,-1.145901064,-0.437898255,-0.944719292,0.124521399,1.13732176,-1.083804909,-2.021831977,0.406804996,0.352694732,0.344896643,-0.528603363,-1.109643827,-0.45222639,-0.772334527,-1.073010432,-1.401195748,-0.230889739,-1.329385893,-1.784107585,-1.594404538,-1.655573843,-1.678730754,-0.473240704,-0.550747588,-0.461612603,1.662355108,-0.993321673,0.313317763,0.306995698,-0.060204054,0.928714145,-0.901273185,0.536142458,-1.068501517,-0.864333557,-1.453060564,-0.070399617,-0.667957162,-0.151475577,0.58932436,0.639530585,-1
-0.262710677,-0.670521334,-0.669725351,0.414089347,0.52249984,0.063466226,-1.003390271,-1.057886536,-1.133962394,-0.482477125,-0.950593017,0.152179787,1.13884686,-1.017710942,-1.075285502,0.433809379,0.381491363,0.375859818,-0.383091838,-1.407467772,-0.484777674,-0.724989406,-0.983791158,-1.454513938,-0.32842878,-1.259442718,-1.60938479,-1.373890555,-1.566687713,-1.562997484,-0.433755616,0.763017881,-0.075922618,1.546558279,-0.971009655,0.346710465,0.306995698,-0.060204054,0.928714145,-0.891324674,0.374265509,-1.094335504,-0.84405212,-0.83779835,-0.005209741,-0.473230476,-0.035231349,0.549107405,0.487863007,-1
3.917057263,0.714155368,-0.69495391,0.684740861,0.419558951,0.100380578,-0.921098799,-1.057886536,-1.106064205,-0.347921419,-0.918037041,0.181902234,1.141603638,-0.722562744,-0.995702136,0.461005836,0.413633661,0.410339089,-0.180853244,-1.368467017,-0.526064865,-0.689616615,-0.839666415,-1.34839622,-0.393454808,-1.087248343,-1.421717164,-1.142660869,-1.464835753,-1.407846372,-0.423709939,1.337550319,1.909363762,1.455780444,-0.543189682,0.403806023,0.306995698,-0.060204054,0.928714145,-0.897853384,0.09616921,-1.080762838,-0.823918723,-0.562486465,0.106272559,-0.51084525,-0.075794323,0.508039296,0.128600429,-1
-0.222406378,-0.946985335,-1.136970615,-0.307524466,0.13345392,-0.456394716,-0.816570335,-1.057886536,-0.842802683,-0.435071516,-0.789735842,0.234329327,1.156378484,-0.633841256,1.527403998,0.483760586,0.454498589,0.446815598,0.063996612,-1.187645337,-0.572167608,-0.671113924,-0.392994767,-0.809612964,-0.360941794,-0.515963537,-1.198625221,-0.902719751,-1.30398044,-0.900487116,-0.332566356,-0.583617181,-0.239592742,1.027924732,-0.194758982,0.43213019,1.068170513,-0.214051113,0.413734699,-0.91912721,-0.229660035,-1.017804035,-0.803637286,-0.031014825,0.07811662,-0.522215762,-0.126293865,0.471865315,-0.068567424,-1
-0.119312223,-0.671456563,-1.076284327,-0.24327689,0.295947982,-0.39691839,-0.589280163,-0.468137059,-0.649545571,-0.159251764,-0.46246461,0.24217275,1.157133193,-0.633424609,-0.864255127,0.501329341,0.484968053,0.463552934,0.151593759,-0.36862949,-0.601122662,-0.674016307,-0.357885723,-0.492188659,-0.425967821,-0.427622052,-1.014510399,-0.669909302,-1.21083495,-0.808181481,-0.308952041,-0.182724162,0.245109021,0.90995117,-0.094873785,0.432726488,1.068170513,-0.214051113,0.413734699,-0.949594526,-0.526434443,-1.02943572,-0.783355849,0.030032593,0.251110767,-0.512329956,-0.084301658,0.45654457,-0.12733861,-1
-1.053311322,-1.158784614,-0.803185402,-0.389325011,0.380706571,-0.401097964,-0.547029702,-0.468137059,-0.5931711,-0.216741759,-0.493539291,0.283453926,1.157341065,-0.62627095,-1.137721241,0.516155042,0.522248339,0.48298116,0.271116372,-0.166534671,-0.6571652,-0.684718844,-0.326160682,-0.548215919,-0.58853289,-0.453665773,-0.648515307,-0.425570609,-0.777035888,-0.791011582,-0.29189532,-0.880288573,-0.644650752,0.88511357,-0.05414138,0.482964617,0.306995698,-0.214051113,0.413734699,-1.05263268,-0.796229359,-1.067923957,-0.762334214,-0.003483637,0.281042306,-0.587379337,-0.081239018,0.416327614,-0.314079317,-1
-0.290075175,-0.774789261,-0.759962299,-0.118941904,0.766169268,-0.430034253,-0.467936304,-0.468137059,-0.430300045,-0.099100308,-0.346027305,0.311525125,1.159324861,-0.422820893,-1.213807297,0.53183307,0.533719196,0.510924558,0.472563425,0.312110954,-0.695473539,-0.706305316,-0.067148993,-0.099212098,-0.686071931,-0.093147672,-0.183521436,-0.267573096,-0.052437388,-0.50962793,-0.006256282,-0.173247003,-0.04175589,0.462891163,0.214381162,0.548855574,-0.454712152,-0.060204054,0.413734699,-1.140881306,-1.068099621,-0.978264827,-0.74072042,-0.114805399,0.306408017,-0.141437077,-0.034959114,0.372706048,-0.302704248,-1
-1.021916394,-1.11195804,-0.813157052,-0.065772515,0.7823552,-0.430902925,-0.511173629,-0.468137059,-0.406751324,-0.130551732,-0.396632322,0.374685324,1.16495036,-0.302429301,-1.470622393,0.545326259,0.530731993,0.532517456,0.616887639,0.762392393,-0.660282962,-0.746031682,0.347509974,0.375751219,-0.621045903,0.545416746,0.205886726,-0.295465439,0.736712841,0.120751883,-0.196845084,-0.254089759,-0.630019098,-0.307044211,0.577081176,0.586124215,-0.454712152,-0.060204054,-0.513821938,-1.16362076,-1.272521153,-0.870545103,-0.718366428,0.623748659,0.281042306,-0.61221563,0.023231059,0.346249391,-0.176630573,-1
-0.109130085,-0.68181692,-0.701394468,0.351451094,0.812177856,-0.377520307,-0.470121127,0.12160534,-0.389367216,-0.275182102,-0.407318221,0.403582147,1.166153292,-0.23947481,-1.652626833,0.537313178,0.504922565,0.527823347,0.50910621,0.847484948,-0.649941871,-0.799544366,0.459402077,0.567831791,-0.490993849,0.713122526,0.153662223,-0.559152474,0.935227067,0.356829952,-0.250561548,0.103015738,-0.041510227,-0.005103106,0.665810364,0.590596452,-0.454712152,-0.060204054,-0.720110534,-1.21429599,-1.349308937,-0.839437329,-0.694976158,0.555519191,0.455938882,0.051768203,0.089179922,0.347313332,-0.143453291,-1
3.267309537,0.434341391,-0.829790781,0.560694946,0.796309295,-0.366078823,-0.549179342,0.12160534,-0.332951452,-0.200206671,-0.387140665,0.473347334,1.169787176,-0.289398119,0.809740283,0.52192326,0.473975148,0.508825664,0.236420514,0.730482685,-0.677523258,-0.845075497,0.746974762,0.306715498,-0.490993849,1.049421939,-0.129429766,-0.924924301,0.800886273,0.823264577,-0.296813515,0.642582633,2.147695607,0.054777211,0.435425806,0.470442353,-0.454712152,0.121888363,-0.884844593,-1.316801188,-1.337894537,-0.798709862,-0.67025353,0.095868044,0.478514365,0.023628855,0.169557225,0.359442255,-0.256256052,1
-0.416079141,-0.986962696,-1.132454558,-0.286896137,0.719423559,-0.828255959,-0.703652644,-0.468137059,-0.72390289,-0.555459498,-0.687550916,0.376749383,1.148241834,-0.619529433,1.440193331,0.500957198,0.435858446,0.457603077,-0.371878347,0.524842342,-0.692062523,-0.868475959,-0.071362078,-0.443867483,-0.621045903,0.033766143,-0.85765536,-1.312309739,-0.174650213,-0.173292022,-0.470868808,-0.489464253,-0.388139889,0.868183423,-0.159734303,0.442118186,-0.454712152,0.121888363,-0.884844593,-1.422193231,-1.20714777,-0.962912139,-0.644050506,-0.60557876,0.349910211,-0.86430201,0.297099195,0.375614153,-0.014535849,1
-0.538476934,-1.001078166,-1.012982273,-0.208253463,0.655196839,-0.832741337,-0.581548846,-1.057886536,-0.608612743,-0.339528701,-0.499992534,0.332991337,1.146255572,-0.68847361,1.393734521,0.49950464,0.436097422,0.444160587,-0.689945698,0.110016134,-0.593652382,-0.840540524,-0.429017493,-0.637285271,-0.686071931,-0.333904116,-1.172035372,-1.478536084,-0.596949001,-0.535441764,-0.541572231,-0.471689885,-0.423662673,1.059003645,-0.236269713,0.429595923,-1.215886967,0.121888363,-0.720110534,-1.345758463,-0.947729581,-1.08198897,-0.616219046,-0.552910399,0.369822294,-0.851556894,0.509101989,0.363130583,-0.108380163,1
-0.079007924,-0.641927606,-0.946061352,-0.059832105,0.763906718,-0.84190433,-0.665664522,-1.057886536,-0.621292956,-0.417564205,-0.613873456,0.299966396,1.143744566,-0.762147966,-1.598158158,0.507847848,0.424268101,0.439837223,-0.947064432,-1.013914703,-0.411479405,-0.784851053,-0.903421056,-0.744527819,-0.621045903,-0.911946478,-1.415445729,-1.548774163,-0.990443864,-1.033202607,-0.565081904,-0.027618619,0.357317783,1.300228003,-0.400755986,0.412899571,-1.215886967,-0.260325423,-0.884844593,-1.165885823,-0.55548928,-1.086344342,-0.586463069,-0.951514129,0.460377882,-0.331426049,0.740433448,0.31348002,-0.160515893,1
-1.20031595,-1.217987386,-0.804263899,-0.160796372,0.724015204,-0.844849533,-0.819163273,-1.057886536,-0.866380653,-0.712400645,-0.834334442,0.291710161,1.143584764,-0.595513204,-0.48551265,0.53279344,0.42809172,0.453387349,-1.050228541,-1.237282661,-0.254912204,-0.705942519,-1.114989005,-0.925947123,-0.490993849,-1.287706074,-1.492129262,-1.5154698,-1.177499849,-1.05480708,-0.59595143,-0.71434126,-1.130610306,1.311031049,-0.356910276,0.430937594,-1.215886967,-0.861290496,-0.884844593,-0.989877115,-0.152872251,-1.164599024,-0.554634537,-1.547624211,0.396075805,-0.147602777,0.835103074,0.230776368,-0.19938071,1
-0.376199098,-0.792879363,-0.707619398,0.242542351,0.847308802,-0.97695231,-0.818968011,-0.468137059,-0.892504988,-0.927356787,-0.948491583,0.314827619,1.14401486,-0.588884015,-1.181187993,0.550614292,0.462145827,0.474615482,-1.074370526,-0.907549008,-0.120786714,-0.615787251,-1.249892337,-0.974575485,-0.360941794,-1.518646798,-1.46561289,-1.421825594,-1.232498842,-1.010396991,-0.571953426,0.607843482,-0.188200166,1.253424881,-0.399199333,0.457771015,-0.454712152,-1.462255569,-0.884844593,-0.80103305,0.184371395,-1.255768332,-0.52043737,-1.891165564,0.436026799,0.386040561,0.906360514,0.135943794,-0.189901487,-1
0.395097909,-0.506727171,-0.779779288,0.439379487,0.734836539,-0.971692759,-0.845180606,-0.468137059,-0.703765955,-0.633132848,-0.851021343,0.359824101,1.14895475,-0.567824377,1.748711879,0.565974198,0.50145741,0.501667896,-1.025558863,-0.847275115,-0.052767032,-0.520552813,-0.994298492,-1.093059034,-0.32842878,-1.278728883,-1.403192442,-1.296462712,-1.253759216,-0.705108465,-0.546246261,0.951335212,0.656632865,0.860981393,-0.808080035,0.382637435,-0.454712152,-1.462255569,-0.884844593,-0.67019236,0.482183475,-1.205193936,-0.484019607,-1.392013146,0.422329315,0.545968409,0.873079819,0.047353004,-0.1311303,1
-0.116766689,-0.728613016,-0.89320695,0.404992987,0.525274278,-1.00016878,-0.908730451,-1.057886536,-0.95945376,-0.738077062,-0.94813683,0.278087373,1.139505759,-0.846900727,1.900979351,0.586826216,0.518544208,0.50965087,-1.118169099,-2.322212743,0.005204814,-0.426043971,-1.657698695,-1.77581863,-0.360941794,-2.210975716,-1.553490784,-1.143980634,-1.719623978,-1.602243733,-0.558140621,0.014397413,0.1142987,1.415440339,-1.037167383,0.466268265,-0.454712152,-1.51694339,-0.720110534,-0.567376271,0.740563991,-1.367583052,-0.44508517,-1.739145523,0.417002516,0.647649076,0.815638291,-0.01009979,0.058454174,-1
1.568377268,-0.043887777,-0.857658637,0.536397159,0.371328764,-0.867731646,-0.632431292,-0.468137059,-0.682120126,-0.432045471,-0.747967138,0.304507325,1.142699319,-0.719452549,-1.836795187,0.63247977,0.565025077,0.567678419,-0.72556502,-2.754766567,0.086328356,-0.320106996,-1.579968116,-1.553302946,-0.32842878,-2.141476468,-1.422231499,-0.829640238,-1.822067204,-1.488784054,-0.514644238,0.570402234,2.218947532,1.589444625,-0.6407399,0.588807557,-0.454712152,-1.462255569,-0.884844593,-0.389013673,0.974040361,-1.340735968,-0.403634059,-1.217249949,0.422329315,0.832506638,0.775755904,-0.18153609,-0.172838884,-1
-0.107008806,-0.821379568,-1.010845818,0.056993153,0.264134077,-1.13406069,-0.490268288,0.12160534,-0.372428723,-0.186104572,-0.515298338,0.411012759,1.161547026,-0.48493271,-0.743773097,0.672227054,0.635164588,0.635584524,-0.181908631,-1.453559572,0.15400848,-0.242831053,-0.821071311,-0.874637947,-0.165863712,-1.130309268,-1.113401124,-0.432903183,-1.672905518,-0.879118581,-0.428314208,0.468587455,0.323779951,1.240230116,-0.17063087,0.600882597,0.306995698,-1.395548446,-1.626889903,-0.236010897,1.119314547,-1.022864788,-0.359666272,-0.617548842,0.314525044,0.327005985,0.663527138,-0.350418933,-0.88757235,-1
-0.766514415,-1.101636037,-0.991440814,0.027247003,0.172004285,-1.136772008,-0.539254407,0.12160534,-0.309210033,-0.153975022,-0.47272264,0.459724546,1.164072345,-0.300956643,1.824836971,0.688127167,0.697656862,0.662690756,0.05542159,-1.201827429,0.141954164,-0.20763966,-0.619943016,-0.847273783,-0.035811657,-0.926744047,-0.803226562,-0.013725203,-1.546665916,-0.6763025,-0.417012822,-0.188131484,-0.897034486,0.919800216,-0.126266276,0.584931618,0.306995698,-1.312014301,-1.626889903,-0.238675677,1.169122839,-0.964341837,-0.313181812,-0.491862981,0.319978672,0.171642356,0.575935614,-0.386167338,-0.88378066,1
-0.564356536,-0.950711031,-0.928737718,0.243728463,0.193232324,-1.166948931,-0.600283437,0.12160534,-0.496890948,-0.330788414,-0.581596408,0.415553688,1.161692567,-0.392912219,-1.320887037,0.710947942,0.738999743,0.685413827,0.293807199,-0.872093777,0.117814662,-0.190225363,-0.886517955,-1.017129404,0.159266426,-1.295746087,-0.528610303,0.438333634,-1.527005604,-1.122178289,-0.313347024,-0.221925424,-0.399912032,1.331018028,-0.137941169,0.661108721,1.068170513,-2.063220641,-1.626889903,-0.262614283,1.132804293,-1.095074023,-0.264032636,-0.591214662,0.318203072,0.598997433,0.513389685,-0.403970611,-0.852499222,-1
0.520041236,-0.552982429,-0.867752654,0.430168509,0.233779056,-1.09301557,-0.43479103,0.12160534,-0.471401484,-0.250254296,-0.522588364,0.471283275,1.16502378,-0.364744513,-1.930571345,0.745161098,0.788228838,0.742520493,0.881921778,-0.581360879,0.081543672,-0.191313757,-0.561467421,-0.415832432,0.484396563,-0.86932948,0.161584719,0.959980517,-0.778240838,-0.87696296,0.00490558,1.046180878,1.432238228,0.83969442,-0.01652228,0.803474929,1.068170513,-2.063220641,-1.694416027,-0.283843696,1.063280218,-0.98527603,-0.212218747,0.067139847,0.279266706,0.61628675,0.481470164,-0.451493292,-0.756759063,-1
0.506889307,-0.693827691,-1.030620734,0.31046058,-0.075273961,-1.150924919,-0.154174999,0.12160534,-0.451594888,0.118932921,-0.327439365,0.579439956,1.178093003,-0.241711004,-1.550249676,0.767471676,0.806152052,0.800667637,1.526103807,0.312110954,0.068532419,-0.241017063,0.340928086,0.895573716,0.646961631,0.466052452,1.250519419,1.349256961,0.896730293,0.181843907,0.9012729,0.374139279,0.973026397,-0.559508305,0.367192541,0.869664036,1.068170513,-2.063220641,-1.694416027,-0.278380897,0.952249233,-0.807131827,-0.157740143,0.680008044,0.138867497,0.222135702,0.473303122,-0.457806007,-0.506507558,-1
0.518132085,-0.751342251,-1.147871147,0.221578608,-0.444100263,-1.202164142,-0.161610785,0.12160534,-0.530628573,0.245849382,-0.196343476,0.656222943,1.186090842,-0.138142854,1.609781169,0.765923081,0.793964266,0.809565514,1.752352462,1.109853661,0.02735327,-0.345502846,1.037762252,1.648794668,0.54942259,1.470955348,1.597168581,1.312830468,1.612420564,1.680515489,0.162287841,0.277333289,0.831121962,-1.552837637,0.096853905,0.824941667,1.068170513,-2.063220641,-1.694416027,-0.354726839,0.895177232,-0.676082456,-0.100892904,1.242601897,0.21407683,0.156158041,0.509374223,-0.44610266,-0.346308677,1
0.26633628,-0.836611983,-1.190901881,0.103023179,-0.662876526,-1.205672891,-0.391995243,-0.468137059,-0.797406833,-0.282043568,-0.495860076,0.584806509,1.181134056,-0.284909167,-0.30046373,0.738000344,0.760746576,0.767288641,1.502489516,1.297766388,-0.03841298,-0.471575102,0.719801208,1.566363086,0.354344508,1.038669039,1.394148689,1.060706148,1.504476597,1.320001231,-0.027638225,-0.674830145,0.531345035,-1.191637659,0.103339956,0.787673026,0.306995698,-1.204441553,-1.626889903,-0.507107833,0.874423777,-0.753347711,-0.042121149,0.599808495,0.115277386,-0.210294066,0.586552768,-0.524195902,-0.085630026,-1
0.995419837,-0.718319143,-1.186660707,-0.000181326,-0.179955273,-1.235508952,-0.5989641,-0.468137059,-0.989444098,-0.28022551,-0.67420302,0.558386556,1.180708329,-0.342187664,2.031024369,0.717772566,0.736848957,0.738860883,1.334287164,1.230401448,-0.093822705,-0.580233061,0.735773708,1.280269929,0.321831494,1.070039885,1.321990443,0.798181293,1.662905196,1.280073977,-0.225063668,0.341751682,1.029764587,-1.649786241,-0.243015207,0.713284818,0.306995698,-1.312014301,-1.544522874,-0.62084952,0.841218248,-0.850680818,0.018279042,0.435818372,0.154213752,-0.341291836,0.62160299,-0.493554412,0.04897495,1
-0.629904054,-1.243136333,-1.309932348,-0.291683704,-0.376878992,-1.361851839,-0.83336638,-0.468137059,-1.189858562,-0.557202208,-0.971225522,0.47953951,1.172972174,-0.608489711,0.100208564,0.697196655,0.693952731,0.699514091,1.031259082,0.858121518,-0.205460182,-0.677825685,0.233096789,0.58961465,0.224292453,0.306386685,0.919010739,0.445498775,1.280481868,0.41599693,-0.164301279,-0.691864827,-0.785208957,-0.966318905,-1.066484337,0.719098726,1.068170513,-1.395548446,-1.544522874,-0.809515932,0.794522974,-0.907366937,0.079715511,-0.00827167,0.115277386,-0.713165622,0.656380976,-0.405885704,0.735270745,1
-0.564144408,-1.184575914,-1.27964123,-0.199298958,-0.107103223,-0.816077094,-0.826247235,-0.468137059,-1.186537963,-0.639053688,-0.9896916,0.497290416,1.173203644,-0.599992667,0.084440065,0.689273608,0.672325386,0.691315846,0.970310465,0.315656477,-0.302851649,-0.75310624,0.325158626,0.652405471,0.224292453,0.431080865,0.714110712,0.146040204,1.222753521,0.51594376,0.154683823,-0.542466028,-0.607369024,-1.05267273,-1.026530258,0.710154252,1.068170513,-1.395548446,-0.720110534,-0.953547283,0.681416644,-0.929711892,0.141596099,-0.015453719,0.155989352,0.131855574,0.683196097,-0.271616397,0.842385972,1
0.351611692,-0.927208296,-1.224707816,-0.09148958,0.015729675,-0.831162669,-0.964937743,-0.468137059,-1.191620371,-0.819984445,-1.088653967,0.52412318,1.173458746,-0.62685068,1.817715758,0.678067299,0.641736434,0.676025611,0.82097316,0.145471366,-0.376319697,-0.825303014,0.382483659,0.439984994,0.094240398,0.5678104,0.391341413,-0.186412486,0.973314717,0.604238438,-0.151744184,-0.077508289,0.232933992,-0.919559452,-1.096839059,0.687345844,0.306995698,-1.395548446,-0.513821938,-1.064224472,0.584913078,-1.061177864,0.203920806,0.433424355,0.174125835,-0.058236827,0.674416527,-0.115784559,1.0935854,1
0.885113335,-0.825705009,-1.304145789,-0.17255649,0.021974722,-0.81789248,-0.994045844,-0.468137059,-1.324566468,-0.791126427,-1.094627888,0.476649828,1.172025546,-0.711936314,1.184692393,0.669417974,0.62942916,0.65010337,0.546440536,-0.045986884,-0.425771719,-0.887341448,0.233553629,0.120313765,-0.100837684,0.411350773,-0.148369414,-0.501220709,0.281838351,0.404854191,-0.294720666,-0.280906239,0.574375263,-0.609116323,-1.702636293,0.606845579,0.306995698,-1.395548446,0.413734699,-1.145056127,0.547556859,-1.062541285,0.266245513,0.381953003,0.258466823,0.323032311,0.575527262,0.036075233,1.18553387,1
-0.423503617,-1.211095513,-1.372985135,-0.386948622,0.098348569,-0.826165534,-1.126940063,-1.057886536,-1.347094922,-0.947362712,-1.285471115,0.406471829,1.164806092,-0.86605807,-0.57739955,0.661560952,0.628712231,0.622877543,0.229824343,-0.69481762,-0.486259382,-0.929063201,-0.386548239,-0.863511799,-0.295915766,-0.457661116,-0.741277228,-0.665964781,-0.683879188,-0.826150354,-0.388584953,-0.842549991,-0.646920672,0.744096197,-2.259139533,0.592534421,0.306995698,-1.462255569,0.811470986,-1.231572646,0.528878749,-1.135081907,0.328422181,-0.358995071,0.147872324,0.261872438,0.454586984,0.192971011,1.676557656,1
-0.6021153,-1.123556449,-1.342189633,-0.307685265,0.487128306,-0.856597565,-1.167429648,-0.468137059,-1.349741078,-0.946509586,-1.265929947,0.443212076,1.165009162,-0.923680323,1.228705246,0.678469454,0.6501006,0.632869715,0.226526258,-0.060168977,-0.512837529,-0.946840296,-0.419491521,-1.368604865,-0.360941794,-0.509255306,-0.686208752,-0.575314668,-0.679936477,-0.784651963,-0.44840556,-0.217638584,-0.396836338,0.680416675,-2.592263151,0.588807557,1.068170513,-1.462255569,0.413734699,-1.254090036,0.454166311,-1.153085691,0.390450808,-0.600790727,0.10259453,0.321494223,0.33813858,0.259360907,1.588400876,1
-0.166404615,-0.950071496,-1.095442648,-0.251170804,0.524782865,-0.861720062,-1.15531989,-0.468137059,-1.445675405,-0.936084922,-1.28200754,0.392023418,1.163065275,-0.896173502,-1.712705008,0.692844981,0.67208641,0.64546308,0.246050923,-0.230354088,-0.558091377,-0.965524386,-0.692529908,-1.675730691,-0.360941794,-0.920874344,-0.648048515,-0.470708535,-0.724760643,-1.385180175,-0.375086076,0.287660722,0.007848264,1.508767773,-2.441008424,0.676612475,0.306995698,-1.51694339,0.811470986,-1.306497373,0.33690929,-1.213317652,0.452183357,-0.679793268,0.02281937,0.423705381,0.223119408,0.305961506,1.727745464,-1
-0.993067001,-1.244519392,-1.127625171,-0.30073028,0.466145974,-0.737077765,-1.019320831,-0.468137059,-1.433802115,-0.660260309,-1.109508531,0.459311734,1.168872181,-0.772050525,-1.541859895,0.713264833,0.681406481,0.683793313,0.49710118,-0.095624208,-0.596801012,-0.98692946,-0.168990602,-0.385523111,-0.295915766,-0.209703189,-0.0137086,-0.335540983,0.355208639,-0.619934612,-0.148221221,-0.236055614,-0.774046057,0.276303478,-2.270814426,0.70583109,0.306995698,-1.51694339,0.811470986,-1.341894532,0.14493983,-1.031315158,0.513767866,-0.294356629,-0.028799852,0.913658327,0.064746855,0.304188272,1.543848525,-1
-0.733634592,-1.100299289,-1.016294157,-0.073318102,0.472708391,-0.775607508,-1.00500514,-0.468137059,-1.349307507,-0.484509071,-1.037363818,0.499767287,1.170214306,-0.715912694,-0.794466043,0.722766487,0.669218695,0.692553655,0.484964225,-0.276445888,-0.652210737,-1.029739607,0.01367795,0.03864878,-0.393454808,0.061585572,0.075906797,-0.494163907,0.710035793,-0.18861731,-0.152162754,-0.161066704,-0.485333765,-0.21569532,-2.371218507,0.71790613,0.306995698,-1.51694339,0.811470986,-1.427744856,-0.05844403,-0.833221455,0.574760216,0.001304396,-0.033238851,0.940262922,-0.037341168,0.357385303,1.926809161,1
-0.716876489,-1.081980797,-0.970402469,0.147843551,0.493322163,-0.73639491,-1.014328458,-0.468137059,-1.340698039,-0.647674878,-1.150494614,0.534856286,1.170650598,-0.727730213,-1.191038042,0.721626048,0.665036612,0.688349887,0.337869619,-0.099169731,-0.699378459,-1.073638148,0.046722752,0.153700415,-0.556019876,0.126152297,-0.134015564,-0.783148076,0.630618334,-0.071302178,-0.176928136,-0.582251527,-0.456492998,-0.137793131,-2.362138035,0.691370857,1.068170513,-1.51694339,0.811470986,-1.525853167,-0.233810726,-0.848848721,0.635604526,0.065942839,0.02281937,0.908707083,-0.184552097,0.395829025,1.611151013,-1
1.865992697,-0.115703156,-0.956345108,0.467218531,0.669186767,-0.695402166,-1.100117054,-0.468137059,-1.226326648,-0.64907488,-1.10386499,0.573660591,1.171036374,-0.683705805,1.184786918,0.718288765,0.67208641,0.677556428,0.105024794,-0.081442115,-0.745141644,-1.107922546,0.060140329,-0.509439385,-0.718584945,0.166500335,-0.537950463,-1.097035418,0.202182704,0.020435059,-0.393154341,-0.21207477,1.771321141,-0.067633796,-2.614575169,0.603565939,0.306995698,-1.462255569,0.413734699,-1.615922725,-0.360406802,-0.870223185,0.695856677,-0.015453719,0.038292454,0.744838926,-0.315633118,0.463992154,1.367534964,1
-0.747635033,-1.094897748,-1.116675629,-0.039180106,0.800634758,-0.996769711,-1.364336359,-1.057886536,-1.47445966,-1.036248228,-1.425454769,0.478301075,1.158532037,-0.927400224,1.630673713,0.720593651,0.673400779,0.657482389,-0.238503776,-0.471449661,-0.769404621,-1.126062438,-0.586542893,-1.589022204,-0.881150013,-0.720465938,-1.221039875,-1.337754607,-0.852482614,-1.594565003,-0.551338861,-0.579537955,-0.565802944,1.21768346,-2.59719255,0.626523422,-0.454712152,-1.462255569,0.811470986,-1.699641225,-0.432006222,-0.985119805,0.75566471,-0.554107408,-0.100331156,-0.043506543,-0.488161876,0.489101153,2.632063403,-1
